row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2023 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2023 VND
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
01,01,01,Lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản:,,578.567.091.348,424.720.617.151,,,578567091348.0,424720617151.0
02,02,02,Khấu hao tài sản cố định và phân bổ LTTM,,348.937.233.697,310.893.451.005,,,348937233697.0,310893451005.0
05,05,05,Lãi từ hoạt động đầu tư,,(106.094.394.732),(69.984.744.374),,,-106094394732.0,-69984744374.0
06,06,06,Chi phí lãi vay,,796.572.521.099,662.435.560.342,,,796572521099.0,662435560342.0
08,08,08,Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,,1.617.982.451.412,1.328.064.884.124,,,1617982451412.0,1328064884124.0
09,09,09,(Tăng)/giảm các khoản phải thu,,(191.070.604.710),60.904.812.246,,,-191070604710.0,60904812246.0
10,10,10,Giảm hàng tồn kho,,9.575.479.708,83.455.341.478,,,9575479708.0,83455341478.0
11,11,11,"(Giảm)/tăng các khoản phải trả [không kể lãi vay phải trả, thuế TNDN phải nộp]",,(35.620.877.600),182.916.898.206,,,-35620877600.0,182916898206.0
12,12,12,Giảm chi phí trả trước,,7.240.293.429,1.470.706.357,,,7240293429.0,1470706357.0
14,14,14,Tiền lãi vay đã trả,,(1.078.886.739.719),(1.202.050.111.622),,,-1078886739719.0,-1202050111622.0
15,15,15,Thuế thu nhập doanh nghiệp đã nộp,,(85.556.727.980),(61.361.424.724),,,-85556727980.0,-61361424724.0
16,16,16,Tiền thu khác từ hoạt động kinh doanh,,900.281.000.000,,,,900281000000.0,
20,20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,1.143.944.274.540,393.401.106.065,,,1143944274540.0,393401106065.0
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
21,21,21,"Chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",,(258.541.184.587),(128.953.497.802),,,-258541184587.0,-128953497802.0
22,22,22,"Thu từ thanh lý, nhượng bán TSCĐ và tài sản dài hạn khác",,30.000.000,15.814.973.910,,,30000000.0,15814973910.0
23,23,23,"Chi cho vay, mua các công cụ nợ của đơn vị khác",,(455.906.389.990),(6.634.999.595),,,-455906389990.0,-6634999595.0
24,24,24,"Thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",,106.665.731.271,3.500.000.000,,,106665731271.0,3500000000.0
25,25,25,Chi đầu tư góp vốn vào đơn vị khác,,(81.802.099.206),(79.024.000.000),,,-81802099206.0,-79024000000.0
26,26,26,Thu hồi đầu tư góp vốn vào đơn vị khác,,10.116.000.000,78.380.000.000,,,10116000000.0,78380000000.0
27,27,27,"Thu lãi cho vay, cổ tức và lợi nhuận được chia",,9.501.423.885,25.183.315.403,,,9501423885.0,25183315403.0
30,30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,,(669.936.518.627),(91.734.208.084),,,-669936518627.0,-91734208084.0
