row_label_raw,row_label_full,Trên 1 năm đến 5 năm,Tại ngày31.12.2024VND > 32.520.806.453,Phát sinh trong năm > TăngVND > 1.525.362.300,Phát sinh trong năm > GiảmVND > 228.804.345,Phát sinh trong năm > Vay dài hạn đến hạn trả(*)VND > 13.247.991.143,Tại ngày 01.01.2024VND > 44.472.239.641,numeric__Tại ngày31.12.2024VND > 32.520.806.453,numeric__Phát sinh trong năm > TăngVND > 1.525.362.300,numeric__Phát sinh trong năm > GiảmVND > 228.804.345,numeric__Phát sinh trong năm > Vay dài hạn đến hạn trả(*)VND > 13.247.991.143,numeric__Tại ngày 01.01.2024VND > 44.472.239.641
Bên thứ ba,Bên thứ ba,Bên thứ ba,32.520.806.453,1.525.362.300,228.804.345,13.247.991.143,44.472.239.641,32520806453.0,1525362300.0,228804345.0,13247991143.0,44472239641.0
Ngân hàng TMCP Tiên Phong - CN Thăng Long Hà Nội,Ngân hàng TMCP Tiên Phong - CN Thăng Long Hà Nội,Ngân hàng TMCP Tiên Phong - CN Thăng Long Hà Nội,11.291.171.302,-,-,4.639.182.564,15.930.353.866,11291171302.0,,,4639182564.0,15930353866.0
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Nam Hà Nội,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Nam Hà Nội,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Nam Hà Nội,10.115.000.000,-,-,3.780.000.000,13.895.000.000,10115000000.0,,,3780000000.0,13895000000.0
Ngân hàng TMCP Công Thương Việt Nam - CN Đà Nẵng,Ngân hàng TMCP Công Thương Việt Nam - CN Đà Nẵng,Ngân hàng TMCP Công Thương Việt Nam - CN Đà Nẵng,3.772.361.154,1.525.362.300,228.804.345,1.333.721.831,3.809.525.030,3772361154.0,1525362300.0,228804345.0,1333721831.0,3809525030.0
Công ty Cho thuê tài chính TNHH BIDV - Sumi Trust Chi nhánh Đà Nẵng,Công ty Cho thuê tài chính TNHH BIDV - Sumi Trust Chi nhánh Đà Nẵng,Công ty Cho thuê tài chính TNHH BIDV - Sumi Trust Chi nhánh Đà Nẵng,4.210.899.137,-,-,1.722.477.972,5.933.377.109,4210899137.0,,,1722477972.0,5933377109.0
Công ty Cho thuê Tài chính TNHH MTV Quốc tế Chailease,Công ty Cho thuê Tài chính TNHH MTV Quốc tế Chailease,Công ty Cho thuê Tài chính TNHH MTV Quốc tế Chailease,3.131.374.860,-,-,1.772.608.776,4.903.983.636,3131374860.0,,,1772608776.0,4903983636.0
Trên 5 năm,Trên 5 năm,Trên 5 năm,17.879.529.348.110,-,405.317.607.000,950.667.000.000,19.235.513.955.110,17879529348110.0,,405317607000.0,950667000000.0,19235513955110.0
Bên thứ ba,Bên thứ ba,Bên thứ ba,17.879.529.348.110,-,405.317.607.000,950.667.000.000,19.235.513.955.110,17879529348110.0,,405317607000.0,950667000000.0,19235513955110.0
Ngân hàng TMCP Công Thương Việt Nam - CN Hà Nội,Ngân hàng TMCP Công Thương Việt Nam - CN Hà Nội,Ngân hàng TMCP Công Thương Việt Nam - CN Hà Nội,17.036.875.215.777,-,405.317.607.000,884.000.000.000,18.326.192.822.777,17036875215777.0,,405317607000.0,884000000000.0,18326192822777.0
Ngân hàng TMCP Việt Á - CN Hà Nội,Ngân hàng TMCP Việt Á - CN Hà Nội,Ngân hàng TMCP Việt Á - CN Hà Nội,842.654.132.333,-,-,66.667.000.000,909.321.132.333,842654132333.0,,,66667000000.0,909321132333.0
Cộng,Cộng,Cộng,17.912.050.154.563,1.525.362.300,405.546.411.345,963.914.991.143,19.279.986.194.751,17912050154563.0,1525362300.0,405546411345.0,963914991143.0,19279986194751.0
