row_label_raw,row_label_full,col_0,31.12.2024 > Giá gốc VND,31.12.2024 > Giá trị ghi số VND,01.01.2024 > Giá gốc VND,01.01.2024 > Giá trị ghi số VND,numeric__31.12.2024 > Giá gốc VND,numeric__31.12.2024 > Giá trị ghi số VND,numeric__01.01.2024 > Giá gốc VND,numeric__01.01.2024 > Giá trị ghi số VND
Ngắn hạn,Ngắn hạn,Ngắn hạn,6.432.529.990,6.432.529.990,76.965.731.271,76.965.731.271,6432529990.0,6432529990.0,76965731271.0,76965731271.0
Tiền gửi có kỳ hạn (i),Tiền gửi có kỳ hạn (i),Tiền gửi có kỳ hạn (i),6.432.529.990,6.432.529.990,76.965.731.271,76.965.731.271,6432529990.0,6432529990.0,76965731271.0,76965731271.0
Dài hạn,Dài hạn,Dài hạn,17.000.000.000,17.000.000.000,17.000.000.000,17.000.000.000,17000000000.0,17000000000.0,17000000000.0,17000000000.0
Tiền gửi có kỳ hạn (ii),Tiền gửi có kỳ hạn (ii),Tiền gửi có kỳ hạn (ii),15.000.000.000,15.000.000.000,15.000.000.000,15.000.000.000,15000000000.0,15000000000.0,15000000000.0,15000000000.0
Trái phiếu (iii),Trái phiếu (iii),Trái phiếu (iii),2.000.000.000,2.000.000.000,2.000.000.000,2.000.000.000,2000000000.0,2000000000.0,2000000000.0,2000000000.0
Cộng,Cộng,Cộng,23.432.529.990,23.432.529.990,93.965.731.271,93.965.731.271,23432529990.0,23432529990.0,93965731271.0,93965731271.0
