row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,31.12.2024VND,01.01.2024VND,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__31.12.2024VND,numeric__01.01.2024VND
PHẢI THU NGẮN HẠN KHÁC,PHẢI THU NGẮN HẠN KHÁC,PHẢI THU NGẮN HẠN KHÁC,,,91.192.934.288,31.248.203.686,,,91192934288.0,31248203686.0
Công ty Cổ phần Tập đoàn Đèo Cả,Công ty Cổ phần Tập đoàn Đèo Cả,Công ty Cổ phần Tập đoàn Đèo Cả,Công ty mẹ,Đặt cọc tiền vé máy bay,100.000.000,100.000.000,,,100000000.0,100000000.0
Công ty Cổ phần Tập đoàn Đèo Cả,Công ty Cổ phần Tập đoàn Đèo Cả,Công ty Cổ phần Tập đoàn Đèo Cả,Công ty mẹ,Phải thu khác,23.875.003.994,18.125.128.566,,,23875003994.0,18125128566.0
Công ty Cổ phần Tập đoàn Đèo Cả,Công ty Cổ phần Tập đoàn Đèo Cả,Công ty Cổ phần Tập đoàn Đèo Cả,Công ty mẹ,Phải thu khác,23.975.003.994,18.225.128.566,,,23975003994.0,18225128566.0
Công ty Cổ phần cao tốc Đồng Đăng - Trà Lĩnh,Công ty Cổ phần cao tốc Đồng Đăng - Trà Lĩnh,Công ty Cổ phần cao tốc Đồng Đăng - Trà Lĩnh,"Công ty liên kết, Công ty có liên quan của Phó chủ tịch HĐQT Nguyễn Hữu Hùng, Thành viên HĐQT kiểm TGD Nguyễn Quang Huy",Đặt cọc góp vốn,64.302.099.206,-,,,64302099206.0,
Công ty Cổ phần cao tốc Đồng Đăng - Trà Lĩnh,Công ty Cổ phần cao tốc Đồng Đăng - Trà Lĩnh,Công ty Cổ phần cao tốc Đồng Đăng - Trà Lĩnh,"Công ty liên kết, Công ty có liên quan của Phó chủ tịch HĐQT Nguyễn Hữu Hùng, Thành viên HĐQT kiểm TGD Nguyễn Quang Huy",Đặt cọc góp vốn,64.302.099.206,-,,,64302099206.0,
Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,"Công ty con của Công ty mẹ, Công ty có liên quan của Thành viên HĐQT Trần Chủng, Thành viên HĐQT kiểm TGD Nguyễn Quang Huy",Thi công xây lắp,251.998.000,3.758.872.000,,,251998000.0,3758872000.0
Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,"Công ty con của Công ty mẹ, Công ty có liên quan của Thành viên HĐQT Trần Chủng, Thành viên HĐQT kiểm TGD Nguyễn Quang Huy",Thi công xây lắp,251.998.000,3.758.872.000,,,251998000.0,3758872000.0
Công ty Cổ phần Cao tốc Cam Lâm - Vĩnh Hảo,Công ty Cổ phần Cao tốc Cam Lâm - Vĩnh Hảo,Công ty Cổ phần Cao tốc Cam Lâm - Vĩnh Hảo,"Công ty liên kết, Công ty có liên quan của Phó Chủ tịch HĐQT Nguyễn Tấn Đông",Phải thu khác,2.663.833.088,2.446.716.160,,,2663833088.0,2446716160.0
Công ty Cổ phần Cao tốc Cam Lâm - Vĩnh Hảo,Công ty Cổ phần Cao tốc Cam Lâm - Vĩnh Hảo,Công ty Cổ phần Cao tốc Cam Lâm - Vĩnh Hảo,"Công ty liên kết, Công ty có liên quan của Phó Chủ tịch HĐQT Nguyễn Tấn Đông",Phải thu khác,2.663.833.088,2.446.716.160,,,2663833088.0,2446716160.0
Công ty Cổ phần Xây dựng Đèo Cả,Công ty Cổ phần Xây dựng Đèo Cả,Công ty Cổ phần Xây dựng Đèo Cả,Công ty có liên quan của Phó Chủ tịch HĐQT Nguyễn Hữu Hùng đến ngày 24/04/2024,Phải thu khác,-,6.817.486.960,,,,6817486960.0
Công ty Cổ phần Xây dựng Đèo Cả,Công ty Cổ phần Xây dựng Đèo Cả,Công ty Cổ phần Xây dựng Đèo Cả,Công ty có liên quan của Phó Chủ tịch HĐQT Nguyễn Hữu Hùng đến ngày 24/04/2024,Phải thu khác,-,6.817.486.960,,,,6817486960.0
