row_label_raw,row_label_full,col_0,31.12.2024VND,01.01.2024VND,numeric__31.12.2024VND,numeric__01.01.2024VND
Bên liên quan,Bên liên quan,Bên liên quan,381.952.072.308,290.048.869.143,381952072308.0,290048869143.0
Công ty Cổ phần Cao tốc Cam Lâm -Vĩnh Hảo,Công ty Cổ phần Cao tốc Cam Lâm -Vĩnh Hảo,Công ty Cổ phần Cao tốc Cam Lâm -Vĩnh Hảo,144.798.132.784,70.600.560.453,144798132784.0,70600560453.0
Công ty Cổ phần Tập đoàn Đèo Cả,Công ty Cổ phần Tập đoàn Đèo Cả,Công ty Cổ phần Tập đoàn Đèo Cả,213.453.819.549,130.984.526.628,213453819549.0,130984526628.0
Công ty Cổ phần BOT Trung Lương - Mỹ Thuận,Công ty Cổ phần BOT Trung Lương - Mỹ Thuận,Công ty Cổ phần BOT Trung Lương - Mỹ Thuận,13.546.846.197,14.585.800.932,13546846197.0,14585800932.0
Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,6.579.672.295,13.918.316.295,6579672295.0,13918316295.0
Công ty Cổ phần Quản lý và Khai thác Đường Cao tốc Đèo Cả,Công ty Cổ phần Quản lý và Khai thác Đường Cao tốc Đèo Cả,Công ty Cổ phần Quản lý và Khai thác Đường Cao tốc Đèo Cả,2.935.663.301,1.470.201.487,2935663301.0,1470201487.0
Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,637.938.182,2.400.000,637938182.0,2400000.0
Công ty Cổ phần Xây dựng Đèo Cả,Công ty Cổ phần Xây dựng Đèo Cả,Công ty Cổ phần Xây dựng Đèo Cả,-,51.687.063.348,,51687063348.0
CTCP Tập đoàn Đầu tư xây dựng Cầu đường Sài Gòn - Phú Yên,CTCP Tập đoàn Đầu tư xây dựng Cầu đường Sài Gòn - Phú Yên,CTCP Tập đoàn Đầu tư xây dựng Cầu đường Sài Gòn - Phú Yên,-,6.800.000.000,,6800000000.0
Bên thứ ba,Bên thứ ba,Bên thứ ba,247.066.807.494,109.903.090.198,247066807494.0,109903090198.0
Ban Quản lý dự án 2,Ban Quản lý dự án 2,Ban Quản lý dự án 2,96.874.868.008,61.415.375.434,96874868008.0,61415375434.0
Công ty Cổ phần Xây dựng Đèo Cả,Công ty Cổ phần Xây dựng Đèo Cả,Công ty Cổ phần Xây dựng Đèo Cả,47.114.285.311,-,47114285311.0,
Công ty Cổ phần Thương mại và Dịch vụ Giao thông Việt Nam,Công ty Cổ phần Thương mại và Dịch vụ Giao thông Việt Nam,Công ty Cổ phần Thương mại và Dịch vụ Giao thông Việt Nam,26.334.844.850,-,26334844850.0,
Ban Quản lý các dự án đầu tư cơ sở hạ tầng ưu tiên Thành phố Đà Nẵng,Ban Quản lý các dự án đầu tư cơ sở hạ tầng ưu tiên Thành phố Đà Nẵng,Ban Quản lý các dự án đầu tư cơ sở hạ tầng ưu tiên Thành phố Đà Nẵng,15.744.869.000,-,15744869000.0,
Công ty TNHH Đồng Thuận Hà,Công ty TNHH Đồng Thuận Hà,Công ty TNHH Đồng Thuận Hà,12.880.620.346,-,12880620346.0,
Công ty Cổ phần Xây dựng Cầu đường 19,Công ty Cổ phần Xây dựng Cầu đường 19,Công ty Cổ phần Xây dựng Cầu đường 19,5.159.490.529,5.159.490.529,5159490529.0,5159490529.0
Công ty Cổ phần Sông Đà 10,Công ty Cổ phần Sông Đà 10,Công ty Cổ phần Sông Đà 10,5.082.418.376,5.082.418.376,5082418376.0,5082418376.0
Công ty Quản lý và Sửa chữa Đường bộ Đắk Lắk,Công ty Quản lý và Sửa chữa Đường bộ Đắk Lắk,Công ty Quản lý và Sửa chữa Đường bộ Đắk Lắk,3.399.652.533,3.399.652.533,3399652533.0,3399652533.0
Ban Quản lý dự án giao thông tỉnh Lâm Đồng Đối tượng khác,Ban Quản lý dự án giao thông tỉnh Lâm Đồng Đối tượng khác,Ban Quản lý dự án giao thông tỉnh Lâm Đồng Đối tượng khác,2.384.463.000,2.384.463.000,2384463000.0,2384463000.0
Ban Quản lý dự án giao thông tỉnh Lâm Đồng Đối tượng khác,Ban Quản lý dự án giao thông tỉnh Lâm Đồng Đối tượng khác,Ban Quản lý dự án giao thông tỉnh Lâm Đồng Đối tượng khác,32.091.295.541,32.461.690.326,32091295541.0,32461690326.0
Cộng,Cộng,Cộng,629.018.879.802,399.951.959.341,629018879802.0,399951959341.0
