row_label_raw,row_label_full,col_0,"Máy móc, thiếtbjVND",Phương tiệnvận tảiVND,Tổng cộngVND,"numeric__Máy móc, thiếtbjVND",numeric__Phương tiệnvận tảiVND,numeric__Tổng cộngVND
NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,,,
Tại ngày 01 tháng 01 năm 2024,NGUYÊN GIÁ > Tại ngày 01 tháng 01 năm 2024,Tại ngày 01 tháng 01 năm 2024,5.918.181.818,11.796.594.556,17.714.776.374,5918181818.0,11796594556.0,17714776374.0
Số tăng trong năm,Số tăng trong năm,Số tăng trong năm,-,-,-,,,
Thuê trong năm,Thuê trong năm,Thuê trong năm,-,-,-,,,
Số giảm trong năm,Số giảm trong năm,Số giảm trong năm,-,-,-,,,
Giảm trong năm,Giảm trong năm,Giảm trong năm,-,-,-,,,
Tại ngày 31 tháng 12 năm 2024,Giảm trong năm > Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,5.918.181.818,11.796.594.556,17.714.776.374,5918181818.0,11796594556.0,17714776374.0
GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,,,
Tại ngày 01 tháng 01 năm 2024,GIÁ TRỊ HAO MÒN LỦY KẾ > Tại ngày 01 tháng 01 năm 2024,Tại ngày 01 tháng 01 năm 2024,563.962.545,963.364.634,1.527.327.179,563962545.0,963364634.0,1527327179.0
Số tăng trong năm,GIÁ TRỊ HAO MÒN LỦY KẾ > Số tăng trong năm,Số tăng trong năm,700.631.316,1.411.557.276,2.112.188.592,700631316.0,1411557276.0,2112188592.0
Khấu hao trong năm,GIÁ TRỊ HAO MÒN LỦY KẾ > Khấu hao trong năm,Khấu hao trong năm,700.631.316,1.411.557.276,2.112.188.592,700631316.0,1411557276.0,2112188592.0
Số giảm trong năm,Số giảm trong năm,Số giảm trong năm,-,-,-,,,
Giảm trong năm,Giảm trong năm,Giảm trong năm,-,-,-,,,
Tại ngày 31 tháng 12 năm 2024,Giảm trong năm > Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,1.264.593.861,2.374.921.910,3.639.515.771,1264593861.0,2374921910.0,3639515771.0
GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,,,
Tại ngày 01 tháng 01 năm 2024,GIÁ TRỊ CÒN LẠI > Tại ngày 01 tháng 01 năm 2024,Tại ngày 01 tháng 01 năm 2024,5.354.219.273,10.833.229.922,16.187.449.195,5354219273.0,10833229922.0,16187449195.0
Tại ngày 31 tháng 12 năm 2024,GIÁ TRỊ CÒN LẠI > Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,4.653.587.957,9.421.672.646,14.075.260.603,4653587957.0,9421672646.0,14075260603.0
