row_label_raw,row_label_full,col_0,31.12.2024VND,01.01.2024VND,numeric__31.12.2024VND,numeric__01.01.2024VND
Bên thứ ba,Bên thứ ba,Bên thứ ba,310.095.234.962,205.909.761.114,310095234962.0,205909761114.0
Tổng Công ty Đầu tư Xây dựng Hoàng Long -Công ty Cổ phần,Tổng Công ty Đầu tư Xây dựng Hoàng Long -Công ty Cổ phần,Tổng Công ty Đầu tư Xây dựng Hoàng Long -Công ty Cổ phần,100.000.000.000,-,100000000000.0,
Công ty Cổ phần Xây dựng Công trình Ngầm,Công ty Cổ phần Xây dựng Công trình Ngầm,Công ty Cổ phần Xây dựng Công trình Ngầm,94.082.320.759,94.082.320.759,94082320759.0,94082320759.0
Ban Quản lý Dự án 85,Ban Quản lý Dự án 85,Ban Quản lý Dự án 85,22.607.969.484,21.807.969.484,22607969484.0,21807969484.0
Công Ty Cổ phần Đầu Tư Nắng Ban Mai,Công Ty Cổ phần Đầu Tư Nắng Ban Mai,Công Ty Cổ phần Đầu Tư Nắng Ban Mai,15.247.718.241,15.247.718.241,15247718241.0,15247718241.0
Công ty TNHH Minh Phát,Công ty TNHH Minh Phát,Công ty TNHH Minh Phát,11.899.747.000,11.899.747.000,11899747000.0,11899747000.0
Công ty Cổ phần Sông Đà 10,Công ty Cổ phần Sông Đà 10,Công ty Cổ phần Sông Đà 10,9.381.606.667,9.381.606.667,9381606667.0,9381606667.0
Ban QLDA ĐTXD Tĩnh Lạng Sơn,Ban QLDA ĐTXD Tĩnh Lạng Sơn,Ban QLDA ĐTXD Tĩnh Lạng Sơn,8.575.350.000,8.575.350.000,8575350000.0,8575350000.0
Tổng Công ty Xây dựng Công trình Giao thông 8 -CTCP,Tổng Công ty Xây dựng Công trình Giao thông 8 -CTCP,Tổng Công ty Xây dựng Công trình Giao thông 8 -CTCP,7.176.702.514,7.176.702.514,7176702514.0,7176702514.0
Đối tượng khác,Đối tượng khác,Đối tượng khác,41.123.820.297,37.738.346.449,41123820297.0,37738346449.0
Cộng,Cộng,Cộng,310.095.234.962,205.909.761.114,310095234962.0,205909761114.0
