row_label_raw,row_label_full,col_0,Năm tài chínhkết thúc ngày 31 tháng 12 năm,Năm tài chínhkết thúc ngày 31 tháng 12 năm_1,numeric__Năm tài chínhkết thúc ngày 31 tháng 12 năm,numeric__Năm tài chínhkết thúc ngày 31 tháng 12 năm_1
,,,2024VND,2023VND,,
"Lãi tiền gửi, tiền cho vay","Lãi tiền gửi, tiền cho vay","Lãi tiền gửi, tiền cho vay",9.427.054.537,16.606.561.809,9427054537.0,16606561809.0
Lãi từ hợp đồng hợp tác kinh doanh,Lãi từ hợp đồng hợp tác kinh doanh,Lãi từ hợp đồng hợp tác kinh doanh,38.564.448.692,9.113.116.478,38564448692.0,9113116478.0
Cộng,Cộng,Cộng,47.991.503.229,25.719.678.287,47991503229.0,25719678287.0
