row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Năm 2015,Năm 2014,numeric__Mã số,numeric__Năm 2015,numeric__Năm 2014
LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG SXKD,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG SXKD,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG SXKD,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG SXKD,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG SXKD,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG SXKD,,,
Lợi nhuận trước thuếĐiều chỉnh cho các khoản,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG SXKD > Lợi nhuận trước thuếĐiều chỉnh cho các khoản,Lợi nhuận trước thuếĐiều chỉnh cho các khoản,01,(457.974.943.977),265.525.847.502,1.0,-457974943977.0,265525847502.0
Khấu hao TSCĐ và BĐSDĐT,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG SXKD > Khấu hao TSCĐ và BĐSDĐT,Khấu hao TSCĐ và BĐSDĐT,02,1.343.278.271.704,1.447.476.562.405,2.0,1343278271704.0,1447476562405.0
Các khoản dự phòng,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG SXKD > Các khoản dự phòng,Các khoản dự phòng,03,499.731.901.188,(24.506.289.409),3.0,499731901188.0,-24506289409.0
"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ","LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG SXKD > Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ","Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",04,665.646.748.910,171.673.034.513,4.0,665646748910.0,171673034513.0
Lãi lỗ từ hoạt động đầu tư,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG SXKD > Lãi lỗ từ hoạt động đầu tư,Lãi lỗ từ hoạt động đầu tư,05,(200.028.126.870),(35.305.025.645),5.0,-200028126870.0,-35305025645.0
Chi phí lãi vay,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG SXKD > Chi phí lãi vay,Chi phí lãi vay,06,385.038.703.481,419.929.330.329,6.0,385038703481.0,419929330329.0
Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG SXKD > Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,2.235.692.554.436,2.244.793.459.695,8.0,2235692554436.0,2244793459695.0
(Tăng)/Giảm các khoản phải thu,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG SXKD > (Tăng)/Giảm các khoản phải thu,(Tăng)/Giảm các khoản phải thu,09,(485.681.256.570),(472.120.498.131),9.0,-485681256570.0,-472120498131.0
(Tăng)/Giảm hàng tồn kho,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG SXKD > (Tăng)/Giảm hàng tồn kho,(Tăng)/Giảm hàng tồn kho,10,59.493.132.209,69.244.150.210,10.0,59493132209.0,69244150210.0
Tăng/(Giảm) các khoản phải trả (Không kể lãi vay phải trả và thuế TNDN phải nộp),LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG SXKD > Tăng/(Giảm) các khoản phải trả (Không kể lãi vay phải trả và thuế TNDN phải nộp),Tăng/(Giảm) các khoản phải trả (Không kể lãi vay phải trả và thuế TNDN phải nộp),11,451.207.160.813,(581.635.146.816),11.0,451207160813.0,-581635146816.0
(Tăng)/Giảm chi phí trả trước,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG SXKD > (Tăng)/Giảm chi phí trả trước,(Tăng)/Giảm chi phí trả trước,12,117.207.789.501,81.271.915.659,12.0,117207789501.0,81271915659.0
Tiền lãi vay đã trả,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG SXKD > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,(1.670.579.270.217),(820.287.343.483),14.0,-1670579270217.0,-820287343483.0
Tiền thu khác từ hoạt động kinh doanh,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG SXKD > Tiền thu khác từ hoạt động kinh doanh,Tiền thu khác từ hoạt động kinh doanh,16,18.356.695.746,2.066.200.000,16.0,18356695746.0,2066200000.0
Tiền chi khác cho hoạt động kinh doanh,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG SXKD > Tiền chi khác cho hoạt động kinh doanh,Tiền chi khác cho hoạt động kinh doanh,17,(13.236.175.245),(10.150.625.569),17.0,-13236175245.0,-10150625569.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG SXKD > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,712.460.630.673,513.182.111.565,20.0,712460630673.0,513182111565.0
LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
"Tiền chỉ để mua sắm, xây dựng TSCĐ và TS dài hạn khác","LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chỉ để mua sắm, xây dựng TSCĐ và TS dài hạn khác","Tiền chỉ để mua sắm, xây dựng TSCĐ và TS dài hạn khác",21,(894.645.812.075),(1.574.796.217.184),21.0,-894645812075.0,-1574796217184.0
"Tiền chỉ cho vay, mua công cụ nợ của đơn vị khác","LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chỉ cho vay, mua công cụ nợ của đơn vị khác","Tiền chỉ cho vay, mua công cụ nợ của đơn vị khác",23,(15.000.000.000),(321.681.554.501),23.0,-15000000000.0,-321681554501.0
"Tiền thu hồi cho vay, bán công cụ nợ của đơn vị khác","LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu hồi cho vay, bán công cụ nợ của đơn vị khác","Tiền thu hồi cho vay, bán công cụ nợ của đơn vị khác",24,609.107.921.699,(67.834.549.949),24.0,609107921699.0,-67834549949.0
Tiền chỉ đầu tư góp vốn vào đơn vị khác,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chỉ đầu tư góp vốn vào đơn vị khác,Tiền chỉ đầu tư góp vốn vào đơn vị khác,25,(78.304.457.244),(37.065.600.000),25.0,-78304457244.0,-37065600000.0
Tiền thu hồi đầu tư góp vốn vào đơn vị khác,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu hồi đầu tư góp vốn vào đơn vị khác,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,26,287.729.958.325,-,26.0,287729958325.0,
"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,46.698.168.545,32.794.348.303,27.0,46698168545.0,32794348303.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,(44.414.220.750),(1.968.583.573.331),30.0,-44414220750.0,-1968583573331.0
LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
"Tiền thu từ phát hành CP, nhận vốn góp của chủ sở hữu","LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền thu từ phát hành CP, nhận vốn góp của chủ sở hữu","Tiền thu từ phát hành CP, nhận vốn góp của chủ sở hữu",31,1.121.464.449.850,-,31.0,1121464449850.0,
Tiền thu từ đi vay,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền thu từ đi vay,Tiền thu từ đi vay,33,2.036.441.660.571,3.943.236.231.275,33.0,2036441660571.0,3943236231275.0
Tiền trả nợ gốc vay,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền trả nợ gốc vay,Tiền trả nợ gốc vay,34,(3.827.180.709.608),(2.488.048.942.596),34.0,-3827180709608.0,-2488048942596.0
Lưu chuyển tiền thuần từ hoạt động tài chính,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,40,(669.274.599.187),1.455.187.288.679,40.0,-669274599187.0,1455187288679.0
LƯU CHUYỀN TIỀN THUẦN TRONG KỸ,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > LƯU CHUYỀN TIỀN THUẦN TRONG KỸ,LƯU CHUYỀN TIỀN THUẦN TRONG KỸ,50,(1.228.189.264),(214.173.087),50.0,-1228189264.0,-214173087.0
Tiền và tương đương tiền đầu kỳ,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và tương đương tiền đầu kỳ,Tiền và tương đương tiền đầu kỳ,60,53.235.625.153,53.449.406.893,60.0,53235625153.0,53449406893.0
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,61,34.841.883,391.347,61.0,34841883.0,391347.0
Tiền và tương đương tiền cuối kỳ,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và tương đương tiền cuối kỳ,Tiền và tương đương tiền cuối kỳ,70,52.042.277.772,53.235.625.153,70.0,52042277772.0,53235625153.0
