row_label_raw,row_label_full,(i) Phải thu về lãi vay,31/12/2015(VND),numeric__31/12/2015(VND)
Phải thu lãi vay của Công ty CP Than Điện Nông Sơn,Phải thu lãi vay của Công ty CP Than Điện Nông Sơn,Phải thu lãi vay của Công ty CP Than Điện Nông Sơn,125.996.951.513,125996951513.0
Phải thu lãi vay của Công ty CP Nhiệt điện Cẩm Phả,Phải thu lãi vay của Công ty CP Nhiệt điện Cẩm Phả,Phải thu lãi vay của Công ty CP Nhiệt điện Cẩm Phả,64.456.832.502,64456832502.0
Cộng,Cộng,Cộng,190.453.784.015,190453784015.0
