row_label_raw,row_label_full,col_0,col_1,Năm 2015(VND),Năm 2014(VND),numeric__col_1,numeric__Năm 2015(VND),numeric__Năm 2014(VND)
Tổng doanh thu bán hàng và cung cấp dịch vụ,Tổng doanh thu bán hàng và cung cấp dịch vụ,Tổng doanh thu bán hàng và cung cấp dịch vụ,Tổng doanh thu bán hàng và cung cấp dịch vụ,7.302.212.581.273,6.756.800.498.435,,7302212581273.0,6756800498435.0
Doanh thu bán than,Doanh thu bán than,Doanh thu bán than,Doanh thu bán than,93.624.013.329,101.116.325.268,,93624013329.0,101116325268.0
Doanh thu bán điện,Doanh thu bán điện,Doanh thu bán điện,Doanh thu bán điện,6.513.759.020.887,6.112.037.718.009,,6513759020887.0,6112037718009.0
Doanh thu khác,Doanh thu khác,Doanh thu khác,(i),694.829.547.057,543.646.455.158,,694829547057.0,543646455158.0
(i) Chi tiết doanh thu khác,(i) Chi tiết doanh thu khác,(i) Chi tiết doanh thu khác,(i) Chi tiết doanh thu khác,Năm 2015(VND),Năm 2014(VND),,,
(i) Chi tiết doanh thu khác,(i) Chi tiết doanh thu khác > (i) Chi tiết doanh thu khác,(i) Chi tiết doanh thu khác,(i) Chi tiết doanh thu khác,694.829.547.057,543.646.455.158,,694829547057.0,543646455158.0
Doanh thu xây lắp,(i) Chi tiết doanh thu khác > Doanh thu xây lắp,Doanh thu xây lắp,Doanh thu xây lắp,674.455.291.589,401.382.942.329,,674455291589.0,401382942329.0
Doanh thu khác,(i) Chi tiết doanh thu khác > Doanh thu khác,Doanh thu khác,Doanh thu khác,20.374.255.468,142.263.512.829,,20374255468.0,142263512829.0
