row_label_raw,row_label_full,col_0,31/12/2015(VND) > Giá trị,31/12/2015(VND) > Dự phòng,01/01/2015(VND) > Giá trị,01/01/2015(VND) > Dự phòng,numeric__31/12/2015(VND) > Giá trị,numeric__31/12/2015(VND) > Dự phòng,numeric__01/01/2015(VND) > Giá trị,numeric__01/01/2015(VND) > Dự phòng
"Nguyên liệu, vật liệu","Nguyên liệu, vật liệu","Nguyên liệu, vật liệu",94.275.664.747,-,130.902.747.378,-,94275664747.0,,130902747378.0,
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",1.047.518.649,-,2.873.278.134,-,1047518649.0,,2873278134.0,
Chi phí SXKD dở dang,Chi phí SXKD dở dang,Chi phí SXKD dở dang,-,-,-,-,,,,
Cộng,Chi phí SXKD dở dang > Cộng,Cộng,95.323.183.396,-,133.776.025.512,-,95323183396.0,,133776025512.0,
