row_label_raw,row_label_full,Giảm trừ tiền điện chạy tin cây 2010 của Nhà máy nhiệt điện Sơn Đông,Năm 2015(VND) > -,Năm 2014(VND) > (42.984.895.183),numeric__Năm 2015(VND) > -,numeric__Năm 2014(VND) > (42.984.895.183)
Chi phí khác,Chi phí khác,Chi phí khác,152.080.713,20.817.362.030,152080713.0,20817362030.0
Cộng,Cộng,Cộng,152.080.713,(22.167.533.153),152080713.0,-22167533153.0
