row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2015,01/01/2015,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2015,numeric__01/01/2015
Thuế GTGT được khấu trừ,Thuế GTGT được khấu trừ,Thuế GTGT được khấu trừ,152,,50.492.838.102,80.101.919.940,152.0,,50492838102.0,80101919940.0
Thuế và các khoản phải thu Nhà nước,Thuế và các khoản phải thu Nhà nước,Thuế và các khoản phải thu Nhà nước,153,5.14,4.155.785.788,4.788.527.364,153.0,514.0,4155785788.0,4788527364.0
TÀI SẢN DÀI HẠN,TÀI SẢN DÀI HẠN,TÀI SẢN DÀI HẠN,200,,20.441.087.869.092,22.359.398.331.161,200.0,,20441087869092.0,22359398331161.0
Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,,2.889.779.964.707,3.375.542.374.855,210.0,,2889779964707.0,3375542374855.0
Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,215,5.3,2.888.814.412.329,3.374.776.822.477,215.0,53.0,2888814412329.0,3374776822477.0
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,216,5.5,965.552.378,765.552.378,216.0,55.0,965552378.0,765552378.0
Tài sản cố định,Tài sản cố định,Tài sản cố định,220,,15.295.884.395.617,12.212.231.525.523,220.0,,15295884395617.0,12212231525523.0
TSCĐ hữu hình,TSCĐ hữu hình,TSCĐ hữu hình,221,5.10,15.262.103.826.725,12.211.920.673.217,221.0,510.0,15262103826725.0,12211920673217.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,21.563.827.022.867,17.170.907.179.140,222.0,,21563827022867.0,17170907179140.0
- Giá trị khấu hao luỹ kế,- Giá trị khấu hao luỹ kế,- Giá trị khấu hao luỹ kế,223,,(6.301.723.196.142),(4.958.986.505.923),223.0,,-6301723196142.0,-4958986505923.0
TSCĐ vô hình,TSCĐ vô hình,TSCĐ vô hình,227,5.11,33.780.568.892,310.852.306,227.0,511.0,33780568892.0,310852306.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,35.376.201.210,963.421.943,228.0,,35376201210.0,963421943.0
- Giá trị khấu hao luỹ kế,- Giá trị khấu hao luỹ kế,- Giá trị khấu hao luỹ kế,229,,(1.595.632.318),(652.569.637),229.0,,-1595632318.0,-652569637.0
Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,240,5.8,92.572.600.397,3.908.709.798.285,240.0,58.0,92572600397.0,3908709798285.0
"Chi phí sản xuất, kinh doanh dở dang dài hạn","Chi phí sản xuất, kinh doanh dở dang dài hạn","Chi phí sản xuất, kinh doanh dở dang dài hạn",241,,20.434.838.856,-,241.0,,20434838856.0,
Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,242,,72.137.761.541,3.908.709.798.285,242.0,,72137761541.0,3908709798285.0
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,250,5.2,1.929.634.628.854,2.491.526.035.473,250.0,52.0,1929634628854.0,2491526035473.0
Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,251,,1.883.306.772.926,1.883.306.772.926,251.0,,1883306772926.0,1883306772926.0
Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,253,,941.247.404.569,1.003.406.910.000,253.0,,941247404569.0,1003406910000.0
Dự phòng giảm giá đầu tư chứng khoán dài hạn (*),Dự phòng giảm giá đầu tư chứng khoán dài hạn (*),Dự phòng giảm giá đầu tư chứng khoán dài hạn (*),254,,(894.919.548.641),(395.187.647.453),254.0,,-894919548641.0,-395187647453.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,260,,233.216.279.517,371.388.597.025,260.0,,233216279517.0,371388597025.0
Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,261,5.11,53.951.448.268,171.083.475.683,261.0,511.0,53951448268.0,171083475683.0
"Thiết bị, vật tư, phụ tùng thay thế dài hạn","Thiết bị, vật tư, phụ tùng thay thế dài hạn","Thiết bị, vật tư, phụ tùng thay thế dài hạn",263,,179.264.831.249,200.305.121.342,263.0,,179264831249.0,200305121342.0
Lợi thế thương mại,Lợi thế thương mại,Lợi thế thương mại,269,,-,-,269.0,,,
