row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2015,01/01/2015,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2015,numeric__01/01/2015
TÀI SẢN NGĂN HẠN,TÀI SẢN NGĂN HẠN,TÀI SẢN NGĂN HẠN,100,,3.070.798.305.802,2.590.965.629.184,100.0,,3070798305802.0,2590965629184.0
Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,110,5.1,52.042.277.772,53.235.625.153,110.0,51.0,52042277772.0,53235625153.0
Tiền,Tiền,Tiền,111,,52.042.277.772,44.935.625.153,111.0,,52042277772.0,44935625153.0
Các khoản tương đương tiền,Các khoản tương đương tiền,Các khoản tương đương tiền,112,,-,8.300.000.000,112.0,,,8300000000.0
Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,120,5.2,-,-,120.0,52.0,,
Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,130,,2.868.271.120.308,2.318.474.668.693,130.0,,2868271120308.0,2318474668693.0
Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,131,5.4,1.903.527.503.268,1.360.226.694.556,131.0,54.0,1903527503268.0,1360226694556.0
Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,132,,33.357.555.756,27.606.084.302,132.0,,33357555756.0,27606084302.0
Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,135,5.3,678.268.675.137,644.195.303.506,135.0,53.0,678268675137.0,644195303506.0
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,136,5.5,258.178.716.147,291.507.916.329,136.0,55.0,258178716147.0,291507916329.0
Dự phòng các khoản phải thu ngắn hạn khó đòi (*),Dự phòng các khoản phải thu ngắn hạn khó đòi (*),Dự phòng các khoản phải thu ngắn hạn khó đòi (*),137,5.6,(5.061.330.000),(5.061.330.000),137.0,56.0,-5061330000.0,-5061330000.0
Hàng tồn kho,Hàng tồn kho,Hàng tồn kho,140,5.7,95.323.183.396,133.776.025.512,140.0,57.0,95323183396.0,133776025512.0
Hàng tồn kho,Hàng tồn kho,Hàng tồn kho,141,,95.323.183.396,133.776.025.512,141.0,,95323183396.0,133776025512.0
Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,150,,55.161.724.326,85.479.309.826,150.0,,55161724326.0,85479309826.0
Chỉ phí trả trước ngắn hạn,Chỉ phí trả trước ngắn hạn,Chỉ phí trả trước ngắn hạn,151,5.11,513.100.436,588.862.522,151.0,511.0,513100436.0,588862522.0
