row_label_raw,row_label_full,col_0,Năm 2015(VND),Năm 2014(VND),numeric__Năm 2015(VND),numeric__Năm 2014(VND)
Vốn đầu tư của chủ sở hữu,Vốn đầu tư của chủ sở hữu,Vốn đầu tư của chủ sở hữu,6.436.967.325.797,5.329.129.328.673,6436967325797.0,5329129328673.0
Vốn đầu năm,Vốn đầu năm,Vốn đầu năm,5.329.129.328.673,5.261.051.925.673,5329129328673.0,5261051925673.0
Vốn tăng trong năm,Vốn tăng trong năm,Vốn tăng trong năm,1.107.837.997.124,68.077.403.000,1107837997124.0,68077403000.0
Vốn giảm trong năm,Vốn giảm trong năm,Vốn giảm trong năm,-,-,,
Vốn cuối năm,Vốn giảm trong năm > Vốn cuối năm,Vốn cuối năm,6.436.967.325.797,5.329.129.328.673,6436967325797.0,5329129328673.0
"Cổ tức, lợi nhuận đã chia","Cổ tức, lợi nhuận đã chia","Cổ tức, lợi nhuận đã chia","Cổ tức, lợi nhuận đã chia","Cổ tức, lợi nhuận đã chia",,
