row_label_raw,row_label_full,col_0,Giá trị giao dịch,Giá trị giao dịch_1,numeric__Giá trị giao dịch,numeric__Giá trị giao dịch_1
,,,2019VND,2018VND,,
Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,,
Công ty Cổ phần Thương mại Hà Đô,Công ty Cổ phần Thương mại Hà Đô,Công ty Cổ phần Thương mại Hà Đô,Công ty Cổ phần Thương mại Hà Đô,Công ty Cổ phần Thương mại Hà Đô,,
Bán hàng hóa và dịch vụ cho công ty liên kết,Công ty Cổ phần Thương mại Hà Đô > Bán hàng hóa và dịch vụ cho công ty liên kết,Bán hàng hóa và dịch vụ cho công ty liên kết,-,74.700.000,,74700000.0
Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,,
Công ty Cổ phần Đầu tư An Lạc,Công ty Cổ phần Đầu tư An Lạc,Công ty Cổ phần Đầu tư An Lạc,Công ty Cổ phần Đầu tư An Lạc,Công ty Cổ phần Đầu tư An Lạc,,
Cho bên liên quan vay,Công ty Cổ phần Đầu tư An Lạc > Cho bên liên quan vay,Cho bên liên quan vay,10.000.000.000,140.000.000.000,10000000000.0,140000000000.0
Thu nhập lãi vay với bên liên quan,Công ty Cổ phần Đầu tư An Lạc > Thu nhập lãi vay với bên liên quan,Thu nhập lãi vay với bên liên quan,28.360.646.910,24.564.598.384,28360646910.0,24564598384.0
Thu hồi tiền cho vay từ bên liên quan,Công ty Cổ phần Đầu tư An Lạc > Thu hồi tiền cho vay từ bên liên quan,Thu hồi tiền cho vay từ bên liên quan,5.393.961.662,79.673.476.767,5393961662.0,79673476767.0
Cổ tức bên liên quan chia bằng tiền cho công ty mẹ,Công ty Cổ phần Đầu tư An Lạc > Cổ tức bên liên quan chia bằng tiền cho công ty mẹ,Cổ tức bên liên quan chia bằng tiền cho công ty mẹ,-,380.318.000,,380318000.0
Thu nhập cổ tức bên liên quan nhận được từ một công ty con,Công ty Cổ phần Đầu tư An Lạc > Thu nhập cổ tức bên liên quan nhận được từ một công ty con,Thu nhập cổ tức bên liên quan nhận được từ một công ty con,9.900.000.000,82.655.875.500,9900000000.0,82655875500.0
Bù trừ lãi cho vay với phải trả cổ tức bên liên quan,Công ty Cổ phần Đầu tư An Lạc > Bù trừ lãi cho vay với phải trả cổ tức bên liên quan,Bù trừ lãi cho vay với phải trả cổ tức bên liên quan,13.798.494.000,24.714.487.000,13798494000.0,24714487000.0
Bù trừ tiền cho vay với phải trả cổ tức bên liên quan,Công ty Cổ phần Đầu tư An Lạc > Bù trừ tiền cho vay với phải trả cổ tức bên liên quan,Bù trừ tiền cho vay với phải trả cổ tức bên liên quan,60.451.506.000,19.241.625.000,60451506000.0,19241625000.0
Nhận chuyển nhượng cổ phần của một công ty con từ bên liên quan,Công ty Cổ phần Đầu tư An Lạc > Nhận chuyển nhượng cổ phần của một công ty con từ bên liên quan,Nhận chuyển nhượng cổ phần của một công ty con từ bên liên quan,1.040.000.000,-,1040000000.0,
Công ty Cổ phần Đầu tư IP Việt Nam,Công ty Cổ phần Đầu tư IP Việt Nam,Công ty Cổ phần Đầu tư IP Việt Nam,Công ty Cổ phần Đầu tư IP Việt Nam,Công ty Cổ phần Đầu tư IP Việt Nam,,
Chi phí lãi vay với bên liên quan,Công ty Cổ phần Đầu tư IP Việt Nam > Chi phí lãi vay với bên liên quan,Chi phí lãi vay với bên liên quan,4.536.575.342,2.993.259.132,4536575342.0,2993259132.0
"Thành viên Ban Giám đốc, Ban Kiểm soát (đến ngày 18/4/2019) và Ủy ban Kiểm toán (từ ngày 18/4/2019)","Thành viên Ban Giám đốc, Ban Kiểm soát (đến ngày 18/4/2019) và Ủy ban Kiểm toán (từ ngày 18/4/2019)","Thành viên Ban Giám đốc, Ban Kiểm soát (đến ngày 18/4/2019) và Ủy ban Kiểm toán (từ ngày 18/4/2019)","Thành viên Ban Giám đốc, Ban Kiểm soát (đến ngày 18/4/2019) và Ủy ban Kiểm toán (từ ngày 18/4/2019)","Thành viên Ban Giám đốc, Ban Kiểm soát (đến ngày 18/4/2019) và Ủy ban Kiểm toán (từ ngày 18/4/2019)",,
Tiền lương và phụ cấp,"Thành viên Ban Giám đốc, Ban Kiểm soát (đến ngày 18/4/2019) và Ủy ban Kiểm toán (từ ngày 18/4/2019) > Tiền lương và phụ cấp",Tiền lương và phụ cấp,6.437.890.811,5.663.237.826,6437890811.0,5663237826.0
