row_label_raw,row_label_full,col_0,31/12/2019,1/1/2019,numeric__31/12/2019,numeric__1/1/2019
,,,VND,VND,,
Cổ tức phải trả,Cổ tức phải trả,Cổ tức phải trả,118.968.108.027,133.718.301.000,118968108027.0,133718301000.0
Phí bảo trì các tòa nhà (i),Phí bảo trì các tòa nhà (i),Phí bảo trì các tòa nhà (i),95.493.578.669,7.051.715.234,95493578669.0,7051715234.0
Phải trả cổ đông cổ phiếu quỹ,Phải trả cổ đông cổ phiếu quỹ,Phải trả cổ đông cổ phiếu quỹ,-,121.000,,121000.0
"Bảo hiểm xã hội, y tế, thất nghiệp và kinh phí công đoàn","Bảo hiểm xã hội, y tế, thất nghiệp và kinh phí công đoàn","Bảo hiểm xã hội, y tế, thất nghiệp và kinh phí công đoàn",3.125.144.469,2.313.099.830,3125144469.0,2313099830.0
Ký quỹ nhận được,Ký quỹ nhận được,Ký quỹ nhận được,20.589.793.160,4.138.229.539,20589793160.0,4138229539.0
Phải trả phí dịch vụ môi trường rừng,Phải trả phí dịch vụ môi trường rừng,Phải trả phí dịch vụ môi trường rừng,-,4.750.729.272,,4750729272.0
Phải trả Viện Khoa học và Công nghệ Quân sự (ii),Phải trả Viện Khoa học và Công nghệ Quân sự (ii),Phải trả Viện Khoa học và Công nghệ Quân sự (ii),9.567.700.280,-,9567700280.0,
Phải trả Công ty TNHH Đầu tư Phát triển Giáo dục Newton (iii),Phải trả Công ty TNHH Đầu tư Phát triển Giáo dục Newton (iii),Phải trả Công ty TNHH Đầu tư Phát triển Giáo dục Newton (iii),20.630.454.546,-,20630454546.0,
Các khoản phải trả khác,Các khoản phải trả khác,Các khoản phải trả khác,15.526.195.035,19.789.709.341,15526195035.0,19789709341.0
,,,283.900.974.186,171.761.905.216,283900974186.0,171761905216.0
