row_label_raw,row_label_full,col_0,Số cổ phiếu phổ thông bình quân gia quyền (Cổ phiếu),Lãi cơ bản trên cổ phiếu VND,numeric__Số cổ phiếu phổ thông bình quân gia quyền (Cổ phiếu),numeric__Lãi cơ bản trên cổ phiếu VND
Số báo cáo trước đây,Số báo cáo trước đây,Số báo cáo trước đây,92.156.709,6.873,92156709.0,6873.0
Ảnh hưởng của việc chia cổ tức bằng cổ phiếu (Thuyết minh 29),Ảnh hưởng của việc chia cổ tức bằng cổ phiếu (Thuyết minh 29),Ảnh hưởng của việc chia cổ tức bằng cổ phiếu (Thuyết minh 29),23.039.177,(1.374),23039177.0,-1374.0
Số đã điều chỉnh lại,Số đã điều chỉnh lại,Số đã điều chỉnh lại,115.195.886,5.499,115195886.0,5499.0
