row_label_raw,row_label_full,col_0,2019VND,2018VND,numeric__2019VND,numeric__2018VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,628.435.550.394,1.055.481.232.489,628435550394.0,1055481232489.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,2.000.459.078.233,813.165.978.665,2000459078233.0,813165978665.0
Tăng do mua Công ty Cổ phần Năng lượng Agrita –Quảng Nam (Thuyết minh 5),Tăng do mua Công ty Cổ phần Năng lượng Agrita –Quảng Nam (Thuyết minh 5),Tăng do mua Công ty Cổ phần Năng lượng Agrita –Quảng Nam (Thuyết minh 5),1.298.444.728.732,-,1298444728732.0,
Chuyển sang tài sản cố định hữu hình,Chuyển sang tài sản cố định hữu hình,Chuyển sang tài sản cố định hữu hình,(974.370.699.811),(1.214.461.775.767),-974370699811.0,-1214461775767.0
Chuyển sang tài sản cố định vô hình,Chuyển sang tài sản cố định vô hình,Chuyển sang tài sản cố định vô hình,(14.887.122.135),-,-14887122135.0,
Chuyển sang bất động sản đầu tư,Chuyển sang bất động sản đầu tư,Chuyển sang bất động sản đầu tư,(193.527.301.828),(19.950.342.401),-193527301828.0,-19950342401.0
Chuyển sang chi phí trả trước dài hạn,Chuyển sang chi phí trả trước dài hạn,Chuyển sang chi phí trả trước dài hạn,-,(5.767.174.592),,-5767174592.0
Chuyển từ chi phí sản xuất kinh doanh dở dang -Bất động sản đầu tư đang xây dựng,Chuyển từ chi phí sản xuất kinh doanh dở dang -Bất động sản đầu tư đang xây dựng,Chuyển từ chi phí sản xuất kinh doanh dở dang -Bất động sản đầu tư đang xây dựng,83.942.643.951,-,83942643951.0,
Chuyển sang chi phí sản xuất kinh doanh dở dangdài hạn,Chuyển sang chi phí sản xuất kinh doanh dở dangdài hạn,Chuyển sang chi phí sản xuất kinh doanh dở dangdài hạn,(429.240.700),-,-429240700.0,
Xóa số,Xóa số,Xóa số,(3.101.325.012),(32.368.000),-3101325012.0,-32368000.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,2.824.966.311.824,628.435.550.394,2824966311824.0,628435550394.0
