row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2019 VND,2018 VND,numeric__Mã số,numeric__Thuyết minh,numeric__2019 VND,numeric__2018 VND
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,01,32,4.342.940.474.716,3.222.455.025.537,1.0,32.0,4342940474716.0,3222455025537.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,02,32,423.515.347,1.013.487.630,2.0,32.0,423515347.0,1013487630.0
Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,32,4.342.516.959.369,3.221.441.537.907,10.0,32.0,4342516959369.0,3221441537907.0
Giá vốn hàng bán,Giá vốn hàng bán,Giá vốn hàng bán,11,33,2.514.952.079.551,1.978.731.969.741,11.0,33.0,2514952079551.0,1978731969741.0
Lợi nhuận gộp (20 = 10 - 11),Lợi nhuận gộp (20 = 10 - 11),Lợi nhuận gộp (20 = 10 - 11),20,,1.827.564.879.818,1.242.709.568.166,20.0,,1827564879818.0,1242709568166.0
Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,21,34,87.416.529.688,54.806.912.915,21.0,34.0,87416529688.0,54806912915.0
Chi phí tài chính,Chi phí tài chính,Chi phí tài chính,22,35,235.871.643.080,116.392.910.447,22.0,35.0,235871643080.0,116392910447.0
Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,23,,228.017.694.844,103.465.986.204,23.0,,228017694844.0,103465986204.0
Phần lãi hoặc lỗ trong công ty liên liên kết,Phần lãi hoặc lỗ trong công ty liên liên kết,Phần lãi hoặc lỗ trong công ty liên liên kết,24,,-,266.253.943,24.0,,,266253943.0
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,25,36,52.471.268.487,68.363.540.764,25.0,36.0,52471268487.0,68363540764.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,26,37,229.393.904.104,196.747.433.373,26.0,37.0,229393904104.0,196747433373.0
Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) + 24 - (25 + 26)},Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) + 24 - (25 + 26)},Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) + 24 - (25 + 26)},30,,1.397.244.593.835,916.278.850.440,30.0,,1397244593835.0,916278850440.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,31,38,15.583.681.621,47.984.930.441,31.0,38.0,15583681621.0,47984930441.0
Chi phí khác,Chi phí khác,Chi phí khác,32,,23.072.403.541,9.775.907.005,32.0,,23072403541.0,9775907005.0
Kết quả từ hoạt động khác (40 = 31 - 32),Kết quả từ hoạt động khác (40 = 31 - 32),Kết quả từ hoạt động khác (40 = 31 - 32),40,,(7.488.721.920),38.209.023.436,40.0,,-7488721920.0,38209023436.0
Lợi nhuận kế toán trước thuế (50 = 30 + 40),Lợi nhuận kế toán trước thuế (50 = 30 + 40),Lợi nhuận kế toán trước thuế (50 = 30 + 40),50,,1.389.755.871.915,954.487.873.876,50.0,,1389755871915.0,954487873876.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,51,40,249.488.264.950,190.080.314.134,51.0,40.0,249488264950.0,190080314134.0
Chi phí/(lợi ích) thuế TNDN hoãn lại,Chi phí/(lợi ích) thuế TNDN hoãn lại,Chi phí/(lợi ích) thuế TNDN hoãn lại,52,40,23.289.630.370,(23.150.457.486),52.0,40.0,23289630370.0,-23150457486.0
Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52) (chuyển sang trang sau),Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52) (chuyển sang trang sau),Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52) (chuyển sang trang sau),60,,1.116.977.976.595,787.558.017.228,60.0,,1116977976595.0,787558017228.0
