row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2019 > Phải thu VND > -,1/1/2019 > Phải nộp VND > 44.249.933.048,1/1/2019 > Số phải nộp trong năm VND > 389.044.978.523,1/1/2019 > Số đã nộp/bù trừ trong năm VND > (414.503.659.696),Tăng do mua Công ty Cổ phầnNăng lượng Agrita- Quảng Nam > Phải thu VND > 7.474.456,Tăng do mua Công ty Cổ phầnNăng lượng Agrita- Quảng Nam > Phải nộp VND > -,31/12/2019 > Phải thu VND > 7.474.456,31/12/2019 > Phải nộp VND > 18.791.251.875,numeric__1/1/2019 > Phải thu VND > -,numeric__1/1/2019 > Phải nộp VND > 44.249.933.048,numeric__1/1/2019 > Số phải nộp trong năm VND > 389.044.978.523,numeric__1/1/2019 > Số đã nộp/bù trừ trong năm VND > (414.503.659.696),numeric__Tăng do mua Công ty Cổ phầnNăng lượng Agrita- Quảng Nam > Phải thu VND > 7.474.456,numeric__Tăng do mua Công ty Cổ phầnNăng lượng Agrita- Quảng Nam > Phải nộp VND > -,numeric__31/12/2019 > Phải thu VND > 7.474.456,numeric__31/12/2019 > Phải nộp VND > 18.791.251.875
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,45.007.852.268,165.446.505.145,249.488.264.950,(279.414.636.073),-,-,32.224.714.950,122.736.996.704,45007852268.0,165446505145.0,249488264950.0,-279414636073.0,,,32224714950.0,122736996704.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,-,4.169.382.856,22.221.074.260,(22.173.981.755),-,5.393.943,36.302.816,4.258.172.120,,4169382856.0,22221074260.0,-22173981755.0,,5393943.0,36302816.0,4258172120.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,-,3.034.962.734,29.409.511.592,(30.329.939.373),-,-,-,2.114.534.953,,3034962734.0,29409511592.0,-30329939373.0,,,,2114534953.0
Thuế khác,Thuế khác,Thuế khác,269.243.580,2.032.477.639,20.971.371.181,(22.465.253.599),4.234.556,-,422.903.295,688.020.380,269243580.0,2032477639.0,20971371181.0,-22465253599.0,4234556.0,,422903295.0,688020380.0
,,,45.277.095.848,218.933.261.422,711.135.200.506,(768.887.470.496),11.709.012,5.393.943,32.691.395.517,148.588.976.032,45277095848.0,218933261422.0,711135200506.0,-768887470496.0,11709012.0,5393943.0,32691395517.0,148588976032.0
