row_label_raw,row_label_full,col_0,Thuế suất,31/12/2019 VND,1/1/2019 VND,numeric__Thuế suất,numeric__31/12/2019 VND,numeric__1/1/2019 VND
Tài sản thuế thu nhập hoãn lại:Lợi nhuận chưa thực hiện trong hàng tồn kho,Tài sản thuế thu nhập hoãn lại:Lợi nhuận chưa thực hiện trong hàng tồn kho,Tài sản thuế thu nhập hoãn lại:Lợi nhuận chưa thực hiện trong hàng tồn kho,20%,17.551.776.206,25.373.143.223,0.2,17551776206.0,25373143223.0
Lợi nhuận chưa thực hiện trongbắt động sản đầu tư,Lợi nhuận chưa thực hiện trongbắt động sản đầu tư,Lợi nhuận chưa thực hiện trongbắt động sản đầu tư,20%,3.671.116.809,3.322.067.268,0.2,3671116809.0,3322067268.0
Lợi nhuận chưa thực hiện trong xây dựngcơ bản dở dang,Lợi nhuận chưa thực hiện trong xây dựngcơ bản dở dang,Lợi nhuận chưa thực hiện trong xây dựngcơ bản dở dang,20%,3.602.260.217,3.756.607.480,0.2,3602260217.0,3756607480.0
Lợi nhuận chưa thực hiện trong tài sảncó định hữu hình,Lợi nhuận chưa thực hiện trong tài sảncó định hữu hình,Lợi nhuận chưa thực hiện trong tài sảncó định hữu hình,20%,1.791.549.750,-,0.2,1791549750.0,
Chi phí môi giới đã trả chưa được khấu trừ,Chi phí môi giới đã trả chưa được khấu trừ,Chi phí môi giới đã trả chưa được khấu trừ,20%,36.325.859.741,54.961.778.423,0.2,36325859741.0,54961778423.0
Trích trước chi phí xây dựng,Trích trước chi phí xây dựng,Trích trước chi phí xây dựng,20%,16.831.305.998,15.649.902.697,0.2,16831305998.0,15649902697.0
Tổng tài sản thuế thu nhập hoãn lại,Tổng tài sản thuế thu nhập hoãn lại,Tổng tài sản thuế thu nhập hoãn lại,,79.773.868.721,103.063.499.091,,79773868721.0,103063499091.0
Thuế thu nhập hoãn lại phải trả:Hợp nhất kinh doanh,Thuế thu nhập hoãn lại phải trả:Hợp nhất kinh doanh,Thuế thu nhập hoãn lại phải trả:Hợp nhất kinh doanh,20%,(50.138.911.800),(6.138.911.800),0.2,-50138911800.0,-6138911800.0
Thuế thu nhập hoãn lại phải trả:Hợp nhất kinh doanh,Thuế thu nhập hoãn lại phải trả:Hợp nhất kinh doanh,Thuế thu nhập hoãn lại phải trả:Hợp nhất kinh doanh,20%,(50.138.911.800),(6.138.911.800),0.2,-50138911800.0,-6138911800.0
Tài sản thuế thu nhập hoãn lại thuần,Tài sản thuế thu nhập hoãn lại thuần,Tài sản thuế thu nhập hoãn lại thuần,,29.634.956.921,96.924.587.291,,29634956921.0,96924587291.0
