row_label_raw,row_label_full,col_0,Mã số,2019 VND,2018 VND,numeric__Mã số,numeric__2019 VND,numeric__2018 VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
Lợi nhuận trước thuế,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận trước thuế,Lợi nhuận trước thuế,01,1.389.755.871.915,954.487.873.876,1.0,1389755871915.0,954487873876.0
Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,,,,,,
Khấu hao và phân bổ,Điều chỉnh cho các khoản > Khấu hao và phân bổ,Khấu hao và phân bổ,02,205.064.983.052,128.845.723.275,2.0,205064983052.0,128845723275.0
Các khoản dự phòng,Điều chỉnh cho các khoản > Các khoản dự phòng,Các khoản dự phòng,03,13.520.565.872,6.143.028.631,3.0,13520565872.0,6143028631.0
Lãi từ hoạt động đầu tư,Điều chỉnh cho các khoản > Lãi từ hoạt động đầu tư,Lãi từ hoạt động đầu tư,05,(70.108.585.837),(86.442.687.752),5.0,-70108585837.0,-86442687752.0
Chi phí lãi vay (bao gồm chi phí phát hành trái phiếu phân bổ trong năm),Điều chỉnh cho các khoản > Chi phí lãi vay (bao gồm chi phí phát hành trái phiếu phân bổ trong năm),Chi phí lãi vay (bao gồm chi phí phát hành trái phiếu phân bổ trong năm),06,230.021.870.252,103.465.986.204,6.0,230021870252.0,103465986204.0
Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,Điều chỉnh cho các khoản > Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,08,1.768.254.705.254,1.106.499.924.234,8.0,1768254705254.0,1106499924234.0
Biến động các khoản phải thu,Điều chỉnh cho các khoản > Biến động các khoản phải thu,Biến động các khoản phải thu,09,895.444.191.063,(1.035.445.531.887),9.0,895444191063.0,-1035445531887.0
Biến động hàng tồn kho,Điều chỉnh cho các khoản > Biến động hàng tồn kho,Biến động hàng tồn kho,10,270.184.077.696,(646.108.598.831),10.0,270184077696.0,-646108598831.0
