row_label_raw,row_label_full,col_0,31/12/2019VND,1/1/2019VND,numeric__31/12/2019VND,numeric__1/1/2019VND
Tạm ứng (i),Tạm ứng (i),Tạm ứng (i),147.646.001.440,130.619.776.702,147646001440.0,130619776702.0
Phải thu Ông Lâm An Dậu (ii),Phải thu Ông Lâm An Dậu (ii),Phải thu Ông Lâm An Dậu (ii),66.000.000.000,-,66000000000.0,
Phải thu lãi cho vay Công ty Cổ phần Đầu tư An Lạc – một bên liên quan,Phải thu lãi cho vay Công ty Cổ phần Đầu tư An Lạc – một bên liên quan,Phải thu lãi cho vay Công ty Cổ phần Đầu tư An Lạc – một bên liên quan,21.127.200.000,6.942.990.000,21127200000.0,6942990000.0
Ký quỹ tại UBND Tỉnh Ninh Thuận (iii),Ký quỹ tại UBND Tỉnh Ninh Thuận (iii),Ký quỹ tại UBND Tỉnh Ninh Thuận (iii),17.352.500.000,17.352.500.000,17352500000.0,17352500000.0
Phải thu lãi tiền gửi ngân hàng,Phải thu lãi tiền gửi ngân hàng,Phải thu lãi tiền gửi ngân hàng,7.274.280.252,6.872.601.921,7274280252.0,6872601921.0
Phải thu lãi cho vay các cá nhân,Phải thu lãi cho vay các cá nhân,Phải thu lãi cho vay các cá nhân,6.110.684.959,500.000.000,6110684959.0,500000000.0
"Ký cược, ký quỹ khác","Ký cược, ký quỹ khác","Ký cược, ký quỹ khác",5.811.541.800,6.609.070.200,5811541800.0,6609070200.0
Lãi phải thu từ các khoản đầu tư khác,Lãi phải thu từ các khoản đầu tư khác,Lãi phải thu từ các khoản đầu tư khác,1.841.703.885,-,1841703885.0,
Ký quỹ bảo lãnh mua thiết bị thực hiện dự án,Ký quỹ bảo lãnh mua thiết bị thực hiện dự án,Ký quỹ bảo lãnh mua thiết bị thực hiện dự án,-,262.798.000.000,,262798000000.0
Phải thu tiền cấp quyền khai thác tài nguyên nước,Phải thu tiền cấp quyền khai thác tài nguyên nước,Phải thu tiền cấp quyền khai thác tài nguyên nước,-,3.570.506.000,,3570506000.0
Tiền gửi ngân hàng có kỳ hạn (iii),Tiền gửi ngân hàng có kỳ hạn (iii),Tiền gửi ngân hàng có kỳ hạn (iii),5.510.000.000,-,5510000000.0,
Phải thu khác,Phải thu khác,Phải thu khác,2.879.379.878,10.074.625.966,2879379878.0,10074625966.0
,,,281.553.292.214,445.340.070.789,281553292214.0,445340070789.0
