row_label_raw,row_label_full,col_0,Mã số,2019 VND,2018 VND,numeric__Mã số,numeric__2019 VND,numeric__2018 VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
Tiền nhận góp vốn,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền nhận góp vốn,Tiền nhận góp vốn,31,6.344.301.300,172.255.480.000,31.0,6344301300.0,172255480000.0
Tiền mua lại cổ phiếu đã phát hành,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền mua lại cổ phiếu đã phát hành,Tiền mua lại cổ phiếu đã phát hành,32,-,(14.369.000),32.0,,-14369000.0
Tiền vay ngắn hạn và dài hạn nhận được,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền vay ngắn hạn và dài hạn nhận được,Tiền vay ngắn hạn và dài hạn nhận được,33,3.307.329.625.247,1.295.416.267.405,33.0,3307329625247.0,1295416267405.0
Tiền chỉ trả nợ gốc vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền chỉ trả nợ gốc vay,Tiền chỉ trả nợ gốc vay,34,(1.219.140.311.748),(614.209.239.229),34.0,-1219140311748.0,-614209239229.0
Tiền trả cổ tức,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền trả cổ tức,Tiền trả cổ tức,36,(206.797.929.273),(122.525.200.225),36.0,-206797929273.0,-122525200225.0
Lưu chuyển tiền thuần từ hoạt động tài chính,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,40,1.887.735.685.526,730.922.938.951,40.0,1887735685526.0,730922938951.0
Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),50,31.213.527.520,(315.574.534.494),50.0,31213527520.0,-315574534494.0
Tiền và các khoản tương đương tiền đầu năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,60,387.721.397.929,707.323.532.779,60.0,387721397929.0,707323532779.0
Ảnh hưởng của quy đổi ngoại tệ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Ảnh hưởng của quy đổi ngoại tệ,Ảnh hưởng của quy đổi ngoại tệ,61,(18.003.554.828),(4.027.600.356),61.0,-18003554828.0,-4027600356.0
Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \) (Thuyết minh 6),LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \) (Thuyết minh 6),Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \) (Thuyết minh 6),70,400.931.370.621,387.721.397.929,70.0,400931370621.0,387721397929.0
