row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,1.102.463.873.437,1.533.073.306.647,1102463873437.0,1533073306647.0
Thuế TNDN của Tập đoàn theo thuế suất phổ thông,Thuế TNDN của Tập đoàn theo thuế suất phổ thông,Thuế TNDN của Tập đoàn theo thuế suất phổ thông,220.492.774.688,306.614.661.329,220492774688.0,306614661329.0
Các khoản điều chỉnh,Các khoản điều chỉnh,Các khoản điều chỉnh,Các khoản điều chỉnh,Các khoản điều chỉnh,,
Chi phí lãi vay vượt ngưỡng được khấu trừ,Các khoản điều chỉnh > Chi phí lãi vay vượt ngưỡng được khấu trừ,Chi phí lãi vay vượt ngưỡng được khấu trừ,45.249.623.185,36.453.977.734,45249623185.0,36453977734.0
Chi phí không được khấu trừ khác,Các khoản điều chỉnh > Chi phí không được khấu trừ khác,Chi phí không được khấu trừ khác,13.688.898.557,14.224.209.422,13688898557.0,14224209422.0
Tài sản thuế TNDN hoãn lại chưa ghi nhận đối với lỗ tính thuế,Các khoản điều chỉnh > Tài sản thuế TNDN hoãn lại chưa ghi nhận đối với lỗ tính thuế,Tài sản thuế TNDN hoãn lại chưa ghi nhận đối với lỗ tính thuế,16.564.412.894,1.657.944.084,16564412894.0,1657944084.0
Điều chỉnh hợp nhất không chịu thuế,Các khoản điều chỉnh > Điều chỉnh hợp nhất không chịu thuế,Điều chỉnh hợp nhất không chịu thuế,4.081.231.302,(28.501.020.653),4081231302.0,-28501020653.0
Điều chỉnh chi phí thuế TNDN trích thiếu/(thừa) trong những năm trước theo quyết định thanh tra thuế,Các khoản điều chỉnh > Điều chỉnh chi phí thuế TNDN trích thiếu/(thừa) trong những năm trước theo quyết định thanh tra thuế,Điều chỉnh chi phí thuế TNDN trích thiếu/(thừa) trong những năm trước theo quyết định thanh tra thuế,2.106.243.645,(6.620.358.858),2106243645.0,-6620358858.0
"Cổ tức, lợi nhuận được chia","Các khoản điều chỉnh > Cổ tức, lợi nhuận được chia","Cổ tức, lợi nhuận được chia",(23.891.793.500),(20.091.510.573),-23891793500.0,-20091510573.0
"Thuế TNDN được miễn, giảm","Các khoản điều chỉnh > Thuế TNDN được miễn, giảm","Thuế TNDN được miễn, giảm",(26.376.235.312),(31.570.428.094),-26376235312.0,-31570428094.0
Lỗ năm trước chuyển sang,Các khoản điều chỉnh > Lỗ năm trước chuyển sang,Lỗ năm trước chuyển sang,(1.917.952.765),(22.577.524.967),-1917952765.0,-22577524967.0
Chi phí thuế TNDN,Các khoản điều chỉnh > Chi phí thuế TNDN,Chi phí thuế TNDN,249.997.202.694,249.589.949.424,249997202694.0,249589949424.0
