row_label_raw,row_label_full,Chỉ tiêu,Năm 2019,Năm 2018,Biến độngNăm 2019/Năm 2018,numeric__Năm 2019,numeric__Năm 2018,numeric__Biến độngNăm 2019/Năm 2018
Doanh thu thuần bán hàng và cung cấp dịch vụ,Doanh thu thuần bán hàng và cung cấp dịch vụ,Doanh thu thuần bán hàng và cung cấp dịch vụ,15.315,13.699,"11,65%",15315.0,13699.0,0.1165
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,1.102,1.533,"-28,09%",1102.0,1533.0,-0.2809
Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,852,1.283,"-33,58%",852.0,1283.0,-0.3358
