row_label_raw,row_label_full,col_0,"Nhà cửa,vật kiến trúc",Tài sản khác (*),Tổng cộng,"numeric__Nhà cửa,vật kiến trúc",numeric__Tài sản khác (*),numeric__Tổng cộng
Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,,,
Số đầu năm,Nguyên giá: > Số đầu năm,Số đầu năm,179.830.838.201,101.586.313.683,281.417.151.884,179830838201.0,101586313683.0,281417151884.0
Số cuối năm,Nguyên giá: > Số cuối năm,Số cuối năm,179.830.838.201,101.586.313.683,281.417.151.884,179830838201.0,101586313683.0,281417151884.0
Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,,,
Số đầu năm,Giá trị khấu hao lũy kế: > Số đầu năm,Số đầu năm,16.157.158.620,32.260.461.441,48.417.620.061,16157158620.0,32260461441.0,48417620061.0
Khấu hao trong năm,Giá trị khấu hao lũy kế: > Khấu hao trong năm,Khấu hao trong năm,3.752.793.499,10.418.724.840,14.171.518.339,3752793499.0,10418724840.0,14171518339.0
Số cuối năm,Giá trị khấu hao lũy kế: > Số cuối năm,Số cuối năm,19.909.952.119,42.679.186.281,62.589.138.400,19909952119.0,42679186281.0,62589138400.0
Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,,,
Số đầu năm,Giá trị còn lại: > Số đầu năm,Số đầu năm,163.673.679.581,69.325.852.242,232.999.531.823,163673679581.0,69325852242.0,232999531823.0
Số cuối năm,Giá trị còn lại: > Số cuối năm,Số cuối năm,159.920.886.082,58.907.127.402,218.828.013.484,159920886082.0,58907127402.0,218828013484.0
