row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND,numeric__Năm nay,numeric__Đơn vị tính: VND
"Lãi tiền gửi, cho vay","Lãi tiền gửi, cho vay","Lãi tiền gửi, cho vay",127.965.937.058,162.167.815.810,127965937058.0,162167815810.0
"Cổ tức, lợi nhuận được chia","Cổ tức, lợi nhuận được chia","Cổ tức, lợi nhuận được chia",119.490.198.500,100.457.552.864,119490198500.0,100457552864.0
Lãi kinh doanh chứng khoán,Lãi kinh doanh chứng khoán,Lãi kinh doanh chứng khoán,65.955.601.105,53.546.017.275,65955601105.0,53546017275.0
Lợi nhuận từ thanh lý các khoản đầu tư,Lợi nhuận từ thanh lý các khoản đầu tư,Lợi nhuận từ thanh lý các khoản đầu tư,13.608.869.067,193.118.660.082,13608869067.0,193118660082.0
Lãi do đánh giá lại khoản đầu tư nằm giữ trước ngày chỉ phối công ty con,Lãi do đánh giá lại khoản đầu tư nằm giữ trước ngày chỉ phối công ty con,Lãi do đánh giá lại khoản đầu tư nằm giữ trước ngày chỉ phối công ty con,-,237.718.233.529,,237718233529.0
Lãi chênh lệch tỷ giá,Lãi chênh lệch tỷ giá,Lãi chênh lệch tỷ giá,13.975.386.717,8.127.496.997,13975386717.0,8127496997.0
Doanh thu hoạt động tài chính khác,Doanh thu hoạt động tài chính khác,Doanh thu hoạt động tài chính khác,-,1.465.798.683,,1465798683.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,340.995.992.447,756.601.575.240,340995992447.0,756601575240.0
