row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,Tổng lợi nhuận trước thuế Điều chỉnh cho các khoản: Khấu hao tài sản cố định hữu hình và bắt động sản đầu tư và hao mòn tài sản cố định vô hình (bao gồm phân bổ lợi thế thương mại) Các khoản dự phòng/(hoàn nhập dự phòng) Lãi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ Lãi từ hoạt động đầu tư Chi phí lãi vay,26,1.102.463.873.437,1.533.073.306.647,,26.0,1102463873437.0,1533073306647.0
02,02,02,Tổng lợi nhuận trước thuế Điều chỉnh cho các khoản: Khấu hao tài sản cố định hữu hình và bắt động sản đầu tư và hao mòn tài sản cố định vô hình (bao gồm phân bổ lợi thế thương mại) Các khoản dự phòng/(hoàn nhập dự phòng) Lãi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ Lãi từ hoạt động đầu tư Chi phí lãi vay,26,621.397.796.994,495.974.869.059,,26.0,621397796994.0,495974869059.0
03,03,03,Tổng lợi nhuận trước thuế Điều chỉnh cho các khoản: Khấu hao tài sản cố định hữu hình và bắt động sản đầu tư và hao mòn tài sản cố định vô hình (bao gồm phân bổ lợi thế thương mại) Các khoản dự phòng/(hoàn nhập dự phòng) Lãi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ Lãi từ hoạt động đầu tư Chi phí lãi vay,26,29.016.967.828,(73.790.784.320),,26.0,29016967828.0,-73790784320.0
04,04,04,Tổng lợi nhuận trước thuế Điều chỉnh cho các khoản: Khấu hao tài sản cố định hữu hình và bắt động sản đầu tư và hao mòn tài sản cố định vô hình (bao gồm phân bổ lợi thế thương mại) Các khoản dự phòng/(hoàn nhập dự phòng) Lãi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ Lãi từ hoạt động đầu tư Chi phí lãi vay,26,(1.372.306.963),(2.247.274.550),,26.0,-1372306963.0,-2247274550.0
05,05,05,Tổng lợi nhuận trước thuế Điều chỉnh cho các khoản: Khấu hao tài sản cố định hữu hình và bắt động sản đầu tư và hao mòn tài sản cố định vô hình (bao gồm phân bổ lợi thế thương mại) Các khoản dự phòng/(hoàn nhập dự phòng) Lãi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ Lãi từ hoạt động đầu tư Chi phí lãi vay,26,(414.441.040.054),(730.939.833.678),,26.0,-414441040054.0,-730939833678.0
06,06,06,Tổng lợi nhuận trước thuế Điều chỉnh cho các khoản: Khấu hao tài sản cố định hữu hình và bắt động sản đầu tư và hao mòn tài sản cố định vô hình (bao gồm phân bổ lợi thế thương mại) Các khoản dự phòng/(hoàn nhập dự phòng) Lãi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ Lãi từ hoạt động đầu tư Chi phí lãi vay,26,634.359.800.542,447.395.281.623,,26.0,634359800542.0,447395281623.0
08,08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,1.971.425.091.784,1.669.465.564.781,,,1971425091784.0,1669465564781.0
09,09,09,Tăng các khoản phải thu,,(275.771.552.522),(600.507.604.650),,,-275771552522.0,-600507604650.0
10,10,10,Tăng hàng tồn kho,,(567.915.274.621),(206.537.181.645),,,-567915274621.0,-206537181645.0
11,11,11,Tăng các khoản phải trả,,619.479.265.674,903.882.950.960,,,619479265674.0,903882950960.0
12,12,12,Tăng chỉ phí trả trước Giảm/(tăng) chứng khoán kinh doanh,,(74.654.599.699),(19.596.937.459),,,-74654599699.0,-19596937459.0
13,13,13,Tăng chỉ phí trả trước Giảm/(tăng) chứng khoán kinh doanh,,419.182.863.021,(477.578.621.262),,,419182863021.0,-477578621262.0
14,14,14,Tiền lãi vay đã trả,,(565.918.002.241),(441.009.473.921),,,-565918002241.0,-441009473921.0
15,15,15,Thuế thu nhập doanh nghiệp đã nộp,19,(299.773.962.182),(227.314.019.974),,19.0,-299773962182.0,-227314019974.0
16,16,16,Tiền thu khác từ hoạt động kinh doanh,,1.790.399.967,3.890.182.053,,,1790399967.0,3890182053.0
17,17,17,Tiền chi khác cho hoạt động kinh doanh,,(59.951.958.109),(111.298.668.651),,,-59951958109.0,-111298668651.0
20,20,20,Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động kinh doanh,,1.167.892.271.072,493.396.190.232,,,1167892271072.0,493396190232.0
,,,II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,,,,,,,
21,21,21,"Tiền chi để mua sắm, xây dựng TSCĐ và các tài sân dài hạn khác",,(1.527.217.023.697),(1.062.085.278.353),,,-1527217023697.0,-1062085278353.0
22,22,22,"Tiền thu do thanh lý, nhượng bán TSCĐ và các tài sân dài hạn khác",,8.445.120.863,52.667.963.477,,,8445120863.0,52667963477.0
23,23,23,"Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",,(158.953.097.777),(731.227.914.280),,,-158953097777.0,-731227914280.0
24,24,24,"Tiền thu hồi cho vay, bán lại công cụ nợ của đơn vị khác",,509.786.151.025,1.213.786.006.950,,,509786151025.0,1213786006950.0
25,25,25,Tiền chi đầu tư góp vốn vào đơn vị khác,,(3.775.483.096.596),(3.140.584.846.191),,,-3775483096596.0,-3140584846191.0
26,26,26,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,636.457.070.271,2.057.517.133.635,,,636457070271.0,2057517133635.0
27,27,27,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,373.057.973.039,241.389.118.202,,,373057973039.0,241389118202.0
30,30,30,Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,,(3.933.906.902.872),(1.368.537.816.560),,,-3933906902872.0,-1368537816560.0
