row_label_raw,row_label_full,Ông Nguyễn Văn Tuấn,Chủ tịch,numeric__Chủ tịch
Ông Nguyễn Trọng Tiểu,Ông Nguyễn Trọng Tiểu,Ông Nguyễn Trọng Tiểu,Phó chủ tịch,
Bà Đỗ Thị Phương Lan,Bà Đỗ Thị Phương Lan,Bà Đỗ Thị Phương Lan,Phó chủ tịch,
Ông Nguyễn Hoa Cương,Ông Nguyễn Hoa Cương,Ông Nguyễn Hoa Cương,Thành viên,
Bà Nguyễn Thị Bích Ngọc,Bà Nguyễn Thị Bích Ngọc,Bà Nguyễn Thị Bích Ngọc,Thành viên,
Ông Võ Anh Linh,Ông Võ Anh Linh,Ông Võ Anh Linh,Thành viên,
