row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Dự án trung tâm thương mại và văn phòng cao cấp tại 799 Kinh Dương Vương (*),Dự án trung tâm thương mại và văn phòng cao cấp tại 799 Kinh Dương Vương (*),Dự án trung tâm thương mại và văn phòng cao cấp tại 799 Kinh Dương Vương (*),127.443.482.364,127.443.482.364,127443482364.0,127443482364.0
Dự án đầu tư xây dựng hệ thống cấp nước chuỗi đô thị Sơn Tây - Hòa Lạc - Xuân Mai - Miêu Môn - Hà Nội - Hà Đông,Dự án đầu tư xây dựng hệ thống cấp nước chuỗi đô thị Sơn Tây - Hòa Lạc - Xuân Mai - Miêu Môn - Hà Nội - Hà Đông,Dự án đầu tư xây dựng hệ thống cấp nước chuỗi đô thị Sơn Tây - Hòa Lạc - Xuân Mai - Miêu Môn - Hà Nội - Hà Đông,109.447.874.442,510.228.526.193,109447874442.0,510228526193.0
Dự án nhà máy sân xuất dây cấp điện tại Cadivi Miền Bắc,Dự án nhà máy sân xuất dây cấp điện tại Cadivi Miền Bắc,Dự án nhà máy sân xuất dây cấp điện tại Cadivi Miền Bắc,52.367.247.149,-,52367247149.0,
Chi phí liên quan đến cấp phép chứng chỉ ASTA,Chi phí liên quan đến cấp phép chứng chỉ ASTA,Chi phí liên quan đến cấp phép chứng chỉ ASTA,42.662.785.190,,42662785190.0,
Dự án nâng cấp cảng Long Bình,Dự án nâng cấp cảng Long Bình,Dự án nâng cấp cảng Long Bình,29.955.346.165,-,29955346165.0,
"Máy móc, thiết bị và phương tiện vận tải đang được lắp đặt","Máy móc, thiết bị và phương tiện vận tải đang được lắp đặt","Máy móc, thiết bị và phương tiện vận tải đang được lắp đặt",20.963.350.069,62.418.489.531,20963350069.0,62418489531.0
Dự án nâng cao năng lực sân xuất cấp trung thế ngầm tại Nhà máy Cadivi Sài Gòn,Dự án nâng cao năng lực sân xuất cấp trung thế ngầm tại Nhà máy Cadivi Sài Gòn,Dự án nâng cao năng lực sân xuất cấp trung thế ngầm tại Nhà máy Cadivi Sài Gòn,17.809.936.740,,17809936740.0,
Dự án nâng cao năng lực sân xuất tại Nhà máy Cadivi Miền Trung,Dự án nâng cao năng lực sân xuất tại Nhà máy Cadivi Miền Trung,Dự án nâng cao năng lực sân xuất tại Nhà máy Cadivi Miền Trung,-,104.743.314.342,,104743314342.0
Dự án điện mặt trời Ninh Thuận,Dự án điện mặt trời Ninh Thuận,Dự án điện mặt trời Ninh Thuận,-,166.411.961.023,,166411961023.0
Xây dựng cơ bản dở dang khác,Xây dựng cơ bản dở dang khác,Xây dựng cơ bản dở dang khác,125.387.068.342,68.920.871.207,125387068342.0,68920871207.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,526.037.090.461,1.040.166.644.660,526037090461.0,1040166644660.0
