row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,24.1,15.440.420.151.460,13.828.715.331.881,,241.0,15440420151460.0,13828715331881.0
02,02,02,2. Các khoản giảm trừ doanh thu,24.1,(125.434.232.938),(129.585.819.594),,241.0,-125434232938.0,-129585819594.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,24.1,15.314.985.918.522,13.699.129.512.287,,241.0,15314985918522.0,13699129512287.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,25,(12.576.002.760.296),(11.483.443.422.289),,25.0,-12576002760296.0,-11483443422289.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,2.738.983.158.226,2.215.686.089.998,,,2738983158226.0,2215686089998.0
21,21,21,6. Doanh thu hoạt động tài chính,24.2,340.995.992.447,756.601.575.240,,242.0,340995992447.0,756601575240.0
22,22,22,7. Chi phí tài chính,26,(838.373.107.258),(542.466.344.992),,26.0,-838373107258.0,-542466344992.0
23,23,23,Trong đó: Chi phí lãi vay,,(634.359.800.542),(447.395.281.623),,,-634359800542.0,-447395281623.0
24,24,24,8. Phần lãi trong công ty liên kết,,144.859.903.247,51.627.035.708,,,144859903247.0,51627035708.0
25,25,25,9. Chi phí bán hàng,27,(485.794.579.998),(347.473.303.870),,27.0,-485794579998.0,-347473303870.0
26,26,26,10. Chi phí quản lý doanh nghiệp,27,(735.308.673.393),(643.744.982.432),,27.0,-735308673393.0,-643744982432.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,1.165.362.693.271,1.490.230.069.652,,,1165362693271.0,1490230069652.0
31,31,31,12. Thu nhập khác,28,21.537.107.316,56.557.890.328,,28.0,21537107316.0,56557890328.0
32,32,32,13. Chi phí khác,28,(84.435.927.150),(13.714.653.333),,28.0,-84435927150.0,-13714653333.0
40,40,40,14. (Lỗ)/lợi nhuận khác,28,(62.898.819.834),42.843.236.995,,28.0,-62898819834.0,42843236995.0
50,50,50,15. Tổng lợi nhuận kế toán trước thuế,,1.102.463.873.437,1.533.073.306.647,,,1102463873437.0,1533073306647.0
51,51,51,16. Chi phí thuế TNDN hiện hành,30.1,(267.688.696.428),(260.360.179.854),,301.0,-267688696428.0,-260360179854.0
52,52,52,17. Thu nhập thuế TNDN hoãn lại,30.3,17.691.493.734,10.770.230.430,,303.0,17691493734.0,10770230430.0
60,60,60,18. Lợi nhuận sau thuế TNDN,,852.466.670.743,1.283.483.357.223,,,852466670743.0,1283483357223.0
61,61,61,19. Lợi nhuận sau thuế của công ty mẹ,,634.682.131.108,942.442.353.541,,,634682131108.0,942442353541.0
62,62,62,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,23.1,217.784.539.635,341.041.003.682,,231.0,217784539635.0,341041003682.0
