row_label_raw,row_label_full,Bên liên quan > Công ty Dây đồng Việt Nam - CFT,Mối quan hệ > Công ty liên kết,"Nội dung nghiệp vụ > Mua hàng hóa, dịch vụDoanh thu cung cấp dịch vụ",Năm nay > 752.204.428.90944.491.818.835,Năm trước > 1.774.348.712.204497.672.686,numeric__Mối quan hệ > Công ty liên kết,"numeric__Nội dung nghiệp vụ > Mua hàng hóa, dịch vụDoanh thu cung cấp dịch vụ",numeric__Năm nay > 752.204.428.90944.491.818.835,numeric__Năm trước > 1.774.348.712.204497.672.686
Công ty TNHH S.A.S - CTAMAD,Công ty TNHH S.A.S - CTAMAD,Công ty TNHH S.A.S - CTAMAD,Công ty liên kết,"Cổ tức, lợi nhuận được chiaDoanh thu cung cấp dịch vụ",64.400.000.0001.269.000.000,39.900.000.000-,,,6.44000000001269e+20,
Tổng Công ty Thiết bị điện Đông Anh – Công ty Cổ phần,Tổng Công ty Thiết bị điện Đông Anh – Công ty Cổ phần,Tổng Công ty Thiết bị điện Đông Anh – Công ty Cổ phần,Công ty liên kết,Mua hàng hóa và dịch vụDoanh thu bán thành phẩmCổ tức nhận đượcDoanh thu bán hàng hóaDoanh thu cung cấp dịch vụ,178.669.976.38246.781.107.60010.549.744.5003.015.178.6222.845.414.762,-,,,1.7866997638246782e+53,
Tổng Công ty Thiết bị điện Đông Anh – Công ty Cổ phần,Tổng Công ty Thiết bị điện Đông Anh – Công ty Cổ phần,Tổng Công ty Thiết bị điện Đông Anh – Công ty Cổ phần,Công ty liên kết,Mua hàng hóa và dịch vụDoanh thu bán thành phẩmCổ tức nhận đượcDoanh thu bán hàng hóaDoanh thu cung cấp dịch vụ,178.669.976.38246.781.107.60010.549.744.5003.015.178.6222.845.414.762,-,,,1.7866997638246782e+53,
Tổng Công ty Thiết bị điện Đông Anh – Công ty Cổ phần,Tổng Công ty Thiết bị điện Đông Anh – Công ty Cổ phần,Tổng Công ty Thiết bị điện Đông Anh – Công ty Cổ phần,Công ty liên kết,Mua hàng hóa và dịch vụDoanh thu bán thành phẩmCổ tức nhận đượcDoanh thu bán hàng hóaDoanh thu cung cấp dịch vụ,178.669.976.38246.781.107.60010.549.744.5003.015.178.6222.845.414.762,-,,,1.7866997638246782e+53,
Tổng Công ty Thiết bị điện Đông Anh – Công ty Cổ phần,Tổng Công ty Thiết bị điện Đông Anh – Công ty Cổ phần,Tổng Công ty Thiết bị điện Đông Anh – Công ty Cổ phần,Công ty liên kết,Mua hàng hóa và dịch vụDoanh thu bán thành phẩmCổ tức nhận đượcDoanh thu bán hàng hóaDoanh thu cung cấp dịch vụ,178.669.976.38246.781.107.60010.549.744.5003.015.178.6222.845.414.762,-,,,1.7866997638246782e+53,
Tổng Công ty Thiết bị điện Đông Anh – Công ty Cổ phần,Tổng Công ty Thiết bị điện Đông Anh – Công ty Cổ phần,Tổng Công ty Thiết bị điện Đông Anh – Công ty Cổ phần,Công ty liên kết,Mua hàng hóa và dịch vụDoanh thu bán thành phẩmCổ tức nhận đượcDoanh thu bán hàng hóaDoanh thu cung cấp dịch vụ,178.669.976.38246.781.107.60010.549.744.5003.015.178.6222.845.414.762,-,,,1.7866997638246782e+53,
Tổng Công ty Thiết bị điện Đông Anh – Công ty Cổ phần,Tổng Công ty Thiết bị điện Đông Anh – Công ty Cổ phần,Tổng Công ty Thiết bị điện Đông Anh – Công ty Cổ phần,Công ty liên kết,Mua hàng hóa và dịch vụDoanh thu bán thành phẩmCổ tức nhận đượcDoanh thu bán hàng hóaDoanh thu cung cấp dịch vụ,178.669.976.38246.781.107.60010.549.744.5003.015.178.6222.845.414.762,-,,,1.7866997638246782e+53,
Công ty Liên Doanh Phát Triển Tiếp Vận Số 1,Công ty Liên Doanh Phát Triển Tiếp Vận Số 1,Công ty Liên Doanh Phát Triển Tiếp Vận Số 1,Công ty liên kết,"Doanh thu cung cấp dịch vụCổ tức, lợi nhuận được chiaMua hàng hóa và dịch vụ",47.397.401.95047.360.000.0001.441.216.080,60.454.179.19554.422.945.164-,,,4.73974019504736e+31,
Công ty Liên Doanh Phát Triển Tiếp Vận Số 1,Công ty Liên Doanh Phát Triển Tiếp Vận Số 1,Công ty Liên Doanh Phát Triển Tiếp Vận Số 1,Công ty liên kết,"Doanh thu cung cấp dịch vụCổ tức, lợi nhuận được chiaMua hàng hóa và dịch vụ",47.397.401.95047.360.000.0001.441.216.080,60.454.179.19554.422.945.164-,,,4.73974019504736e+31,
Công ty Liên Doanh Phát Triển Tiếp Vận Số 1,Công ty Liên Doanh Phát Triển Tiếp Vận Số 1,Công ty Liên Doanh Phát Triển Tiếp Vận Số 1,Công ty liên kết,"Doanh thu cung cấp dịch vụCổ tức, lợi nhuận được chiaMua hàng hóa và dịch vụ",47.397.401.95047.360.000.0001.441.216.080,60.454.179.19554.422.945.164-,,,4.73974019504736e+31,
Công ty Liên Doanh Phát Triển Tiếp Vận Số 1,Công ty Liên Doanh Phát Triển Tiếp Vận Số 1,Công ty Liên Doanh Phát Triển Tiếp Vận Số 1,Công ty liên kết,"Doanh thu cung cấp dịch vụCổ tức, lợi nhuận được chiaMua hàng hóa và dịch vụ",47.397.401.95047.360.000.0001.441.216.080,60.454.179.19554.422.945.164-,,,4.73974019504736e+31,
Tổng Công ty Viglacera – Công ty Cổ phần,Tổng Công ty Viglacera – Công ty Cổ phần,Tổng Công ty Viglacera – Công ty Cổ phần,Công ty liên kết,"Cổ tức, lợi nhuận được chia",111.927.600.000,,,,111927600000.0,
Tổng Công ty Viglacera – Công ty Cổ phần,Tổng Công ty Viglacera – Công ty Cổ phần,Tổng Công ty Viglacera – Công ty Cổ phần,Công ty liên kết,"Cổ tức, lợi nhuận được chia",111.927.600.000,-,,,111927600000.0,
Công ty Cổ phần Cắng Đồng Nai,Công ty Cổ phần Cắng Đồng Nai,Công ty Cổ phần Cắng Đồng Nai,Công ty liên kết,"Cổ tức, lợi nhuận được chia",6.250.000.000,,,,6250000000.0,
Công ty Cổ phần Cắng Đồng Nai,Công ty Cổ phần Cắng Đồng Nai,Công ty Cổ phần Cắng Đồng Nai,Công ty liên kết,"Cổ tức, lợi nhuận được chia",6.250.000.000,-,,,6250000000.0,
Công ty Cổ phần Chế tạo Bơm Hải Dương,Công ty Cổ phần Chế tạo Bơm Hải Dương,Công ty Cổ phần Chế tạo Bơm Hải Dương,Bên liên quan của thành viên HĐQT,"Doanh thu bán hàng hóa, cung cấp dịch vụMua hàng hóa và dịch vụ",44.187.551.6391.836.511.156,85.701.043.385-,,,4.418755163918365e+20,
Công ty Cổ phần Chế tạo Bơm Hải Dương,Công ty Cổ phần Chế tạo Bơm Hải Dương,Công ty Cổ phần Chế tạo Bơm Hải Dương,Bên liên quan của thành viên HĐQT,"Doanh thu bán hàng hóa, cung cấp dịch vụMua hàng hóa và dịch vụ",44.187.551.6391.836.511.156,85.701.043.385-,,,4.418755163918365e+20,
Công ty Cổ phần Chứng khoán IB,Công ty Cổ phần Chứng khoán IB,Công ty Cổ phần Chứng khoán IB,Các nhân sự lãnh đạo là thành viên gia đình,Tất toán trái phiếu trước hạnLãi trái phiếu đã nhận,75.000.000.0004.040.854.311,225.000.000.00022.240.569.445,,,7.500000000040408e+20,2.250000000002224e+22
Công ty Cổ phần Chứng khoán IB,Công ty Cổ phần Chứng khoán IB,Công ty Cổ phần Chứng khoán IB,Các nhân sự lãnh đạo là thành viên gia đình,Tất toán trái phiếu trước hạnLãi trái phiếu đã nhận,75.000.000.0004.040.854.311,225.000.000.00022.240.569.445,,,7.500000000040408e+20,2.250000000002224e+22
Công ty Cổ phần Viwaco,Công ty Cổ phần Viwaco,Công ty Cổ phần Viwaco,Bên liên quan của Thành viên HĐQT,Doanh thu cung cấp nước sạch,366.926.227.299,262.525.511.339,,,366926227299.0,262525511339.0
Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,,"Doanh thu bán hàng, cung cấp dịch vụ",594.364.098,14.438.166.050,,,594364098.0,14438166050.0
