row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc (VND),Số cuối năm > Giá trị có thể thu hồi (VND),Số đầu năm > Giá gốc (VND),Số đầu năm > Giá trị có thể thu hồi (VND),numeric__Số cuối năm > Giá gốc (VND),numeric__Số cuối năm > Giá trị có thể thu hồi (VND),numeric__Số đầu năm > Giá gốc (VND),numeric__Số đầu năm > Giá trị có thể thu hồi (VND)
Công ty Cổ phần Kim loại màu Ngọc Sơn,Công ty Cổ phần Kim loại màu Ngọc Sơn,Công ty Cổ phần Kim loại màu Ngọc Sơn,106.288.046.487,-,106.348.046.487,-,106288046487.0,,106348046487.0,
Các khoản khác,Các khoản khác,Các khoản khác,111.219.805.621,630.493.335,122.763.575.658,8.839.147.006,111219805621.0,630493335.0,122763575658.0,8839147006.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,217.507.852.108,630.493.335,229.111.622.145,8.839.147.006,217507852108.0,630493335.0,229111622145.0,8839147006.0
