row_label_raw,row_label_full,Số đầu năm,Năm nay > 21.098.922.611,Đơn vị tính: VND > Năm trước > 14.670.733.782,numeric__Năm nay > 21.098.922.611,numeric__Đơn vị tính: VND > Năm trước > 14.670.733.782
Tăng do hợp nhất kinh doanh,Tăng do hợp nhất kinh doanh,Tăng do hợp nhất kinh doanh,-,2.459.683.954,,2459683954.0
Cộng: Dự phòng trích lập trong năm,Cộng: Dự phòng trích lập trong năm,Cộng: Dự phòng trích lập trong năm,18.622.747.750,21.436.052.956,18622747750.0,21436052956.0
Trừ: Sử dụng và hoàn nhập dự phòng trong năm,Trừ: Sử dụng và hoàn nhập dự phòng trong năm,Trừ: Sử dụng và hoàn nhập dự phòng trong năm,(18.984.235.857),(17.467.548.081),-18984235857.0,-17467548081.0
Số cuối năm,Số cuối năm,Số cuối năm,20.737.434.504,21.098.922.611,20737434504.0,21098922611.0
