row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRÀ,,12.584.877.445.715,9.281.533.631.570,,,12584877445715.0,9281533631570.0
310,310,310,I. Nợ ngắn hạn,,7.655.136.785.119,6.826.523.433.296,,,7655136785119.0,6826523433296.0
311,311,311,1. Phải trả người bán ngắn hạn,18,1.132.885.871.455,2.046.857.839.671,,18.0,1132885871455.0,2046857839671.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,,111.045.849.458,100.552.367.016,,,111045849458.0,100552367016.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,19,140.199.776.421,150.777.805.599,,19.0,140199776421.0,150777805599.0
314,314,314,4. Phải trả người lao động,,184.960.606.980,159.314.218.777,,,184960606980.0,159314218777.0
315,315,315,5. Chi phí phải trả ngắn hạn,20,176.216.703.955,61.715.994.358,,20.0,176216703955.0,61715994358.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,,45.060.676.262,43.766.082.272,,,45060676262.0,43766082272.0
319,319,319,7. Phải trả ngắn hạn khác,21,1.763.561.872.741,413.402.868.132,,21.0,1763561872741.0,413402868132.0
320,320,320,8. Vay và nợ ngắn hạn,22,4.008.854.549.871,3.741.916.931.534,,22.0,4008854549871.0,3741916931534.0
321,321,321,9. Dự phòng phải trả ngắn hạn,,58.847.570.786,53.211.347.173,,,58847570786.0,53211347173.0
322,322,322,"10. Quỹ khen thưởng, phúc lợi",,33.503.307.190,55.007.978.764,,,33503307190.0,55007978764.0
330,330,330,II. Nợ dài hạn,,4.929.740.660.596,2.455.010.198.274,,,4929740660596.0,2455010198274.0
331,331,331,1. Phải trả người bán dài hạn,,44.697.450.000,-,,,44697450000.0,
336,336,336,2. Doanh thu chưa thực hiện dài hạn,,43.642.636.966,44.731.618.150,,,43642636966.0,44731618150.0
337,337,337,3. Phải trả dài hạn khác,21,39.951.560.809,36.653.237.222,,21.0,39951560809.0,36653237222.0
338,338,338,4. Vay và nợ dài hạn,22,4.561.953.701.156,2.131.746.164.514,,22.0,4561953701156.0,2131746164514.0
341,341,341,5. Thuế thu nhập hoãn lại phải trả,30.3,166.002.099.305,168.897.718.656,,303.0,166002099305.0,168897718656.0
342,342,342,6. Dự phòng phải trả dài hạn,,73.493.212.360,72.981.459.732,,,73493212360.0,72981459732.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,8.677.038.182.335,7.964.954.540.760,,,8677038182335.0,7964954540760.0
410,410,410,I. Vốn chủ sở hữu,23,8.669.474.321.196,7.956.324.379.625,,23.0,8669474321196.0,7956324379625.0
411,411,411,1. Vốn cổ phần đã phát hành,,4.882.440.000.000,4.065.600.000.000,,,4882440000000.0,4065600000000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,4.882.440.000.000,4.065.600.000.000,,,4882440000000.0,4065600000000.0
412,412,412,2. Thặng dư vốn cổ phần,,66.457.000.000,547.112.000.000,,,66457000000.0,547112000000.0
414,414,414,3. Vốn khác của chủ sở hữu,,147.588.933.577,77.388.963.577,,,147588933577.0,77388963577.0
417,417,417,4. Chênh lệch tỷ giá hối đoái,,-,236.031.851,,,,236031851.0
418,418,418,5. Quỹ đầu tư phát triển,,77.023.242.245,77.023.242.245,,,77023242245.0,77023242245.0
421,421,421,6. Lợi nhuận sau thuế chưa phân phối,,1.200.556.100.813,846.596.655.014,,,1200556100813.0,846596655014.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối đến cuối năm trước,,571.721.116.419,165.793.082.055,,,571721116419.0,165793082055.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,628.834.984.394,680.803.572.959,,,628834984394.0,680803572959.0
429,429,429,7. Lợi ích cổ đông không kiểm soát,,2.295.409.044.561,2.342.367.486.938,,,2295409044561.0,2342367486938.0
430,430,430,II. Nguồn kinh phí và quỹ khác,,7.563.861.139,8.630.161.135,,,7563861139.0,8630161135.0
432,432,432,1. Nguồn kinh phí đã hình thành TSCĐ,,7.563.861.139,8.630.161.135,,,7563861139.0,8630161135.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,21.261.915.628.050,17.246.488.172.330,,,21261915628050.0,17246488172330.0
