row_label_raw,row_label_full,col_0,2018Triệu đồng,2017Triệu đồng,numeric__2018Triệu đồng,numeric__2017Triệu đồng
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,3.133.981,2.348.305,3133981.0,2348305.0
Thu từ các công cụ tài chính phải sinh khác,Thu từ các công cụ tài chính phải sinh khác,Thu từ các công cụ tài chính phải sinh khác,391.630,58.180,391630.0,58180.0
Thu từ nợ đã xử lý rủi ro,Thu từ nợ đã xử lý rủi ro,Thu từ nợ đã xử lý rủi ro,981.808,287.431,981808.0,287431.0
Thu nhập từ thanh lý tài sản cố định,Thu nhập từ thanh lý tài sản cố định,Thu nhập từ thanh lý tài sản cố định,-,224.364,,224364.0
Thu nhập từ thanh lý tài sản khác,Thu nhập từ thanh lý tài sản khác,Thu nhập từ thanh lý tài sản khác,46.872,537.925,46872.0,537925.0
Thu từ hoạt động mua bán nợ,Thu từ hoạt động mua bán nợ,Thu từ hoạt động mua bán nợ,758.038,289.056,758038.0,289056.0
Thu nhận hỗ trợ và thu nhập khác,Thu nhận hỗ trợ và thu nhập khác,Thu nhận hỗ trợ và thu nhập khác,955.633,951.349,955633.0,951349.0
Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,(361.430),(623.642),-361430.0,-623642.0
Chi về các công cụ tài chính phải sinh khác,Chi về các công cụ tài chính phải sinh khác,Chi về các công cụ tài chính phải sinh khác,(314.274),(61.262),-314274.0,-61262.0
Chi từ thanh lý tài sản cố định,Chi từ thanh lý tài sản cố định,Chi từ thanh lý tài sản cố định,(1.295),-,-1295.0,
Chi từ thanh lý tài sản khác,Chi từ thanh lý tài sản khác,Chi từ thanh lý tài sản khác,(38.979),(545.250),-38979.0,-545250.0
Chi khác,Chi khác,Chi khác,(6.882),(17.130),-6882.0,-17130.0
,,,2.772.551,1.724.663,2772551.0,1724663.0
