row_label_raw,row_label_full,Bên liên quan,Giao dịch,Giá trị,Giá trị_1,numeric__Giao dịch,numeric__Giá trị,numeric__Giá trị_1
Bên liên quan,Bên liên quan,Bên liên quan,Giao dịch,2018Triệu đồng,2017Triệu đồng,,,
VPB FC – Công ty con,Bên liên quan > VPB FC – Công ty con,VPB FC – Công ty con,Gửi tiền tại Ngân hàng mẹ,91.173.211,210.589.358,,91173211.0,210589358.0
VPB FC – Công ty con,Bên liên quan > VPB FC – Công ty con,VPB FC – Công ty con,Rút tiền gửi tại Ngân hàng mẹ,(91.470.211),(211.909.438),,-91470211.0,-211909438.0
VPB FC – Công ty con,Bên liên quan > VPB FC – Công ty con,VPB FC – Công ty con,Nhận tiền gửi của Ngân hàng mẹ,5.500.000,3.400.000,,5500000.0,3400000.0
VPB FC – Công ty con,Bên liên quan > VPB FC – Công ty con,VPB FC – Công ty con,Trả tiền gửi của Ngân hàng mẹ,(4.000.000),(5.100.000),,-4000000.0,-5100000.0
VPB FC – Công ty con,Bên liên quan > VPB FC – Công ty con,VPB FC – Công ty con,Bán nợ cho Ngân hàng mẹ,501.972,-,,501972.0,
VPB FC – Công ty con,Bên liên quan > VPB FC – Công ty con,VPB FC – Công ty con,Doanh thu gửi tiền của Ngân hàng mẹ,48.676,34.535,,48676.0,34535.0
VPB FC – Công ty con,Bên liên quan > VPB FC – Công ty con,VPB FC – Công ty con,Doanh thu từ dịch vụ tư vấn của Ngân hàng mẹ,176.418,195.677,,176418.0,195677.0
VPB FC – Công ty con,Bên liên quan > VPB FC – Công ty con,VPB FC – Công ty con,Chi phí nhận tiền gửi,(15.118),(33.184),,-15118.0,-33184.0
VPB FC – Công ty con,Bên liên quan > VPB FC – Công ty con,VPB FC – Công ty con,Doanh thu bán nợ,-,42.570,,,42570.0
VPB FC – Công ty con,Bên liên quan > VPB FC – Công ty con,VPB FC – Công ty con,Doanh thu từ hợp đồng phải sinh,263.793,47.663,,263793.0,47663.0
VPB FC – Công ty con,Bên liên quan > VPB FC – Công ty con,VPB FC – Công ty con,Chi phí cho hợp đồng phải sinh,(191.081),(13.023),,-191081.0,-13023.0
VPB FC – Công ty con,Bên liên quan > VPB FC – Công ty con,VPB FC – Công ty con,Doanh thu dịch vụ thanh toán,2.380,1.623,,2380.0,1623.0
VPB FC – Công ty con,Bên liên quan > VPB FC – Công ty con,VPB FC – Công ty con,Doanh thu phí thu chi hộ,28.965,45.898,,28965.0,45898.0
VPB FC – Công ty con,Bên liên quan > VPB FC – Công ty con,VPB FC – Công ty con,Lợi nhuận và quỹ chuyển về Ngân hàng mẹ,2.854.632,1.684.040,,2854632.0,1684040.0
VPB AMC – Công ty con,Bên liên quan > VPB AMC – Công ty con,VPB AMC – Công ty con,Gửi tiền tại Ngân hàng mẹ,253.000,149.000,,253000.0,149000.0
VPB AMC – Công ty con,Bên liên quan > VPB AMC – Công ty con,VPB AMC – Công ty con,Rút tiền gửi tại Ngân hàng mẹ,(203.000),(144.000),,-203000.0,-144000.0
VPB AMC – Công ty con,Bên liên quan > VPB AMC – Công ty con,VPB AMC – Công ty con,Lợi nhuận chuyển về cho Ngân hàng mẹ,307,1.756,,307.0,1756.0
VPB AMC – Công ty con,Bên liên quan > VPB AMC – Công ty con,VPB AMC – Công ty con,Chi phí hợp đồng ủy thác,(239.180),(129.824),,-239180.0,-129824.0
VPB AMC – Công ty con,Bên liên quan > VPB AMC – Công ty con,VPB AMC – Công ty con,Chi phí nhận tiền gửi,(1.847),(1.512),,-1847.0,-1512.0
"Các thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Tổng Giám đốc","Bên liên quan > Các thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Tổng Giám đốc","Các thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Tổng Giám đốc",Chi phí lương và phụ cấp khác,(82.826),(48.919),,-82826.0,-48919.0
"Các thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Tổng Giám đốc","Bên liên quan > Các thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Tổng Giám đốc","Các thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Tổng Giám đốc",Chi phí nhận tiền gửi,(3.068),(1.483),,-3068.0,-1483.0
