row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2018VND,Ngày 31 tháng 12năm 2017VND,numeric__Ngày 31 tháng 12năm 2018VND,numeric__Ngày 31 tháng 12năm 2017VND
AUD,AUD,AUD,16.338,17.718,16338.0,17718.0
CAD,CAD,CAD,17.015,18.054,17015.0,18054.0
CHF,CHF,CHF,23.565,23.308,23565.0,23308.0
CNY,CNY,CNY,3.368,3.486,3368.0,3486.0
DKK,DKK,DKK,3.160,3.160,3160.0,3160.0
EUR,EUR,EUR,26.566,27.248,26566.0,27248.0
GBP,GBP,GBP,29.476,30.692,29476.0,30692.0
JPY,JPY,JPY,210,202,210.0,202.0
NZD,NZD,NZD,17.249,17.249,17249.0,17249.0
SEK,SEK,SEK,3.078,3.078,3078.0,3078.0
SGD,SGD,SGD,16.975,16.980,16975.0,16980.0
THB,THB,THB,640,640,640.0,640.0
USD,USD,USD,23.220,22.425,23220.0,22425.0
XAU,XAU,XAU,365.000,364.500,365000.0,364500.0
