row_label_raw,row_label_full,Phải trả về nghiệp vụ thư tín dụng trả chậm(Thuyết minh số 16.1) (i),Ngày 31 tháng 12năm 2018Triệu đồng > 7.730.682,Ngày 31 tháng 12năm 2017(Phân loại lại)(*)Triệu đồng > 5.148.955,numeric__Ngày 31 tháng 12năm 2018Triệu đồng > 7.730.682,numeric__Ngày 31 tháng 12năm 2017(Phân loại lại)(*)Triệu đồng > 5.148.955
"Vay các TCTC, TCTD khác","Vay các TCTC, TCTD khác","Vay các TCTC, TCTD khác",10.954.910,17.953.374,10954910.0,17953374.0
Bằng VND,Bằng VND,Bằng VND,6.853.907,8.272.810,6853907.0,8272810.0
Trong đó: Phải trả liên quan đến các hợp đồngbán và mua lại giấy tờ có giá bằng VND,Trong đó: Phải trả liên quan đến các hợp đồngbán và mua lại giấy tờ có giá bằng VND,Trong đó: Phải trả liên quan đến các hợp đồngbán và mua lại giấy tờ có giá bằng VND,425.450,1.292.844,425450.0,1292844.0
Bằng ngoại tệ,Bằng ngoại tệ,Bằng ngoại tệ,4.101.003,9.680.564,4101003.0,9680564.0
"Trong đó: Vốn vay bằng ngoại tệ từ Công tyTài Chính Quốc tế (""IFC"") (ii)","Trong đó: Vốn vay bằng ngoại tệ từ Công tyTài Chính Quốc tế (""IFC"") (ii)","Trong đó: Vốn vay bằng ngoại tệ từ Công tyTài Chính Quốc tế (""IFC"") (ii)",3.103.829,3.570.587,3103829.0,3570587.0
,,,18.685.592,23.102.329,18685592.0,23102329.0
