row_label_raw,row_label_full,Bên liên quan,Số dư,Phải thu/Phải trả,Phải thu/Phải trả_1,numeric__Số dư,numeric__Phải thu/Phải trả,numeric__Phải thu/Phải trả_1
Bên liên quan,Bên liên quan,Bên liên quan,Số dư,Ngày 31 tháng 12năm 2018Triệu đồng,Ngày 31 tháng 12năm 2017Triệu đồng,,,
VPB FC – Công ty con,Bên liên quan > VPB FC – Công ty con,VPB FC – Công ty con,Tiền gửi không kỳ hạn tại Ngân hàng mẹ,1.101.832,689.943,,1101832.0,689943.0
VPB FC – Công ty con,Bên liên quan > VPB FC – Công ty con,VPB FC – Công ty con,Tiền gửi có kỳ hạn tại Ngân hàng mẹ,180.000,477.000,,180000.0,477000.0
VPB FC – Công ty con,Bên liên quan > VPB FC – Công ty con,VPB FC – Công ty con,Tiền gửi có kỳ hạn của Ngân hàng mẹ tại VPB FC,2.000.000,500.000,,2000000.0,500000.0
VPB FC – Công ty con,Bên liên quan > VPB FC – Công ty con,VPB FC – Công ty con,Phải thu hoạt động tư vấn,47.706,17.518,,47706.0,17518.0
VPB FC – Công ty con,Bên liên quan > VPB FC – Công ty con,VPB FC – Công ty con,Dự thu hợp đồng phải sinh,49.092,6.348,,49092.0,6348.0
VPB FC – Công ty con,Bên liên quan > VPB FC – Công ty con,VPB FC – Công ty con,Dự chi hợp đồng phải sinh,35.899,4.526,,35899.0,4526.0
VPB FC – Công ty con,Bên liên quan > VPB FC – Công ty con,VPB FC – Công ty con,Lãi dự thu tiền gửi trả cho Ngân hàng mẹ,7.860,2.493,,7860.0,2493.0
VPB FC – Công ty con,Bên liên quan > VPB FC – Công ty con,VPB FC – Công ty con,Lãi dự chi tiền gửi thu từ Ngân hàng mẹ,688,83,,688.0,83.0
VPB AMC – Công ty con,Bên liên quan > VPB AMC – Công ty con,VPB AMC – Công ty con,Tiền gửi không kỳ hạn tại Ngân hàng mẹ,3.869,78.507,,3869.0,78507.0
VPB AMC – Công ty con,Bên liên quan > VPB AMC – Công ty con,VPB AMC – Công ty con,Tiền gửi có kỳ hạn tại Ngân hàng mẹ,65.000,15.000,,65000.0,15000.0
VPB AMC – Công ty con,Bên liên quan > VPB AMC – Công ty con,VPB AMC – Công ty con,Lãi dự chi tiền gửi,107,69,,107.0,69.0
VPB AMC – Công ty con,Bên liên quan > VPB AMC – Công ty con,VPB AMC – Công ty con,Phải thu từ Ngân hàng mẹ liên quan đến hợp đồng ủy thác,-,5.037,,,5037.0
VPB AMC – Công ty con,Bên liên quan > VPB AMC – Công ty con,VPB AMC – Công ty con,Phải trả Ngân hàng mẹ liên quan đến hợp đồng ủy thác,17.322,-,,17322.0,
"Các thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Tổng Giám đốc","Bên liên quan > Các thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Tổng Giám đốc","Các thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Tổng Giám đốc",Tiền gửi tại Ngân hàng,53.314,40.962,,53314.0,40962.0
