row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2018Triệu đồng,Ngày 31 tháng 12năm 2017Triệu đồng,numeric__Ngày 31 tháng 12năm 2018Triệu đồng,numeric__Ngày 31 tháng 12năm 2017Triệu đồng
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,22.634.202,19.749.454,22634202.0,19749454.0
- Bằng VND,- Bằng VND,- Bằng VND,20.028.604,17.790.241,20028604.0,17790241.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,2.605.598,1.959.213,2605598.0,1959213.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,144.184.871,108.895.114,144184871.0,108895114.0
- Bằng VND,- Bằng VND,- Bằng VND,141.080.833,105.517.228,141080833.0,105517228.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,3.104.038,3.377.886,3104038.0,3377886.0
Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,109.518,58.484,109518.0,58484.0
- Bằng VND,- Bằng VND,- Bằng VND,63.262,52.935,63262.0,52935.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,46.256,5.549,46256.0,5549.0
Tiền ký quỹ,Tiền ký quỹ,Tiền ký quỹ,633.077,353.774,633077.0,353774.0
- Bằng VND,- Bằng VND,- Bằng VND,548.204,348.924,548204.0,348924.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,84.873,4.850,84873.0,4850.0
,,,167.561.668,129.056.826,167561668.0,129056826.0
