row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Tổng cộngTriệu đồng,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Tổng cộngTriệu đồng
,,,Trên 3thángTriệu đồng,Dếnt 3thángTriệu đồng,Dếnt 1thángTriệu đồng,Từ 1 đến 3thángTriệu đồng,Từ 3 đến 12thángTriệu đồng,Từ 1 đến 5nămTriệu đồng,Trên 5nămTriệu đồng,Tổng cộngTriệu đồng,,,,,,,,
Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,,,,,,,,
"Tiền mặt, vàng bạc, đá quỹ","Tải sản > Tiền mặt, vàng bạc, đá quỹ","Tiền mặt, vàng bạc, đá quỹ",-,-,1.855.473,-,-,-,-,1.855.473,,,1855473.0,,,,,1855473.0
Tiền gửi tại Ngân hàng Nhà nước Việt Nam,Tải sản > Tiền gửi tại Ngân hàng Nhà nước Việt Nam,Tiền gửi tại Ngân hàng Nhà nước Việt Nam,-,-,10.332.440,-,-,-,-,10.332.440,,,10332440.0,,,,,10332440.0
Tiền gửi và cấp tín dụng cho các TCTD khác – gộp,Tải sản > Tiền gửi và cấp tín dụng cho các TCTD khác – gộp,Tiền gửi và cấp tín dụng cho các TCTD khác – gộp,-,-,13.385.535,3.033.735,283.268,-,-,16.702.538,,,13385535.0,3033735.0,283268.0,,,16702538.0
Chứng khoán kinh doanh – gộp,Tải sản > Chứng khoán kinh doanh – gộp,Chứng khoán kinh doanh – gộp,-,-,4.240.742,-,-,-,-,4.240.742,,,4240742.0,,,,,4240742.0
Cho vay khách hàng và mua nợ – gộp,Tải sản > Cho vay khách hàng và mua nợ – gộp,Cho vay khách hàng và mua nợ – gộp,1.414.892,890.056,8.619.417,594.426,6.511.304,46.670.553,103.991.122,168.691.770,1414892.0,890056.0,8619417.0,594426.0,6511304.0,46670553.0,103991122.0,168691770.0
Chứng khoán đầu tư – gộp,Tải sản > Chứng khoán đầu tư – gộp,Chứng khoán đầu tư – gộp,-,-,2.831.313,1.027.764,7.737.408,31.642.020,9.339.785,52.578.290,,,2831313.0,1027764.0,7737408.0,31642020.0,9339785.0,52578290.0
"Gộp vốn, đầu tư dài hạn – gộp","Tải sản > Gộp vốn, đầu tư dài hạn – gộp","Gộp vốn, đầu tư dài hạn – gộp",-,-,-,-,-,-,7.894.637,7.894.637,,,,,,,7894637.0,7894637.0
Tài sản cố định,Tải sản > Tài sản cố định,Tài sản cố định,-,-,-,-,-,-,1.532.808,1.532.808,,,,,,,1532808.0,1532808.0
Tài sản Có khác – gộp,Tải sản > Tài sản Có khác – gộp,Tài sản Có khác – gộp,99.797,14.385,6.518.023,552.804,6.711.998,-,-,13.897.007,99797.0,14385.0,6518023.0,552804.0,6711998.0,,,13897007.0
Tổng tài sản,Tải sản > Tổng tài sản,Tổng tài sản,1.514.689,904.441,47.782.943,5.208.729,21.243.978,78.312.573,122.758.352,277.725.705,1514689.0,904441.0,47782943.0,5208729.0,21243978.0,78312573.0,122758352.0,277725705.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,
Các khoản nợ Chính phủ và Ngân hàng Nhà nước Việt Nam,Nợ phải trả > Các khoản nợ Chính phủ và Ngân hàng Nhà nước Việt Nam,Các khoản nợ Chính phủ và Ngân hàng Nhà nước Việt Nam,-,-,1.759.226,2.003.648,18.469,-,-,3.781.343,,,1759226.0,2003648.0,18469.0,,,3781343.0
"Tiền gửi và vay các TCTC, TCTD khác","Nợ phải trả > Tiền gửi và vay các TCTC, TCTD khác","Tiền gửi và vay các TCTC, TCTD khác",-,-,20.083.091,9.337.979,8.036.815,2.904.448,78.285,40.440.618,,,20083091.0,9337979.0,8036815.0,2904448.0,78285.0,40440618.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,64.119.134,27.138.188,62.109.539,14.193.204,1.603,167.561.668,,,64119134.0,27138188.0,62109539.0,14193204.0,1603.0,167561668.0
Các công cụ tài chính phải sinh và các tài sản tài chính khác,Nợ phải trả > Các công cụ tài chính phải sinh và các tài sản tài chính khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác,-,-,77.411,5.102,(32.159),18.090,-,68.444,,,77411.0,5102.0,-32159.0,18090.0,,68444.0
"Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tín dụng chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tín dụng chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tín dụng chịu rủi ro",-,-,655,364,4.495,278.497,45.638,329.649,,,655.0,364.0,4495.0,278497.0,45638.0,329649.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,1.390.942,2.483.455,9.509.731,11.455.794,-,24.839.922,,,1390942.0,2483455.0,9509731.0,11455794.0,,24839922.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,-,6.610.818,-,-,-,-,6.610.818,,,6610818.0,,,,,6610818.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,-,-,94.041.277,40.968.736,79.646.890,28.850.033,125.526,243.632.462,,,94041277.0,40968736.0,79646890.0,28850033.0,125526.0,243632462.0
Mức chênh thanh khoản ròng,Nợ phải trả > Mức chênh thanh khoản ròng,Mức chênh thanh khoản ròng,1.514.689,904.441,(46.258.334),(35.760.007),(58.402.912),49.462.540,122.632.826,34.093.243,1514689.0,904441.0,-46258334.0,-35760007.0,-58402912.0,49462540.0,122632826.0,34093243.0
