row_label_raw,row_label_full,col_0,Ngày 31 tháng12 năm 2018Triệu đồng,%,Ngày 31 tháng 12năm 2017Triệu đồng,%_1,numeric__Ngày 31 tháng12 năm 2018Triệu đồng,numeric__%,numeric__Ngày 31 tháng 12năm 2017Triệu đồng,numeric__%_1
Công ty Nhà nước,Công ty Nhà nước,Công ty Nhà nước,2.149.158,"1,28",2.138.441,"1,55",2149158.0,1.28,2138441.0,1.55
Công ty TNHH 1 thành viên do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH 1 thành viên do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH 1 thành viên do Nhà nước sở hữu 100% vốn điều lệ,830.083,"0,49",1.564.284,"1,14",830083.0,0.49,1564284.0,1.14
Công ty TNHH 2 thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,Công ty TNHH 2 thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,Công ty TNHH 2 thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,17.358,"0,01",171.242,"0,12",17358.0,0.01,171242.0,0.12
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,37.131.870,"22,08",29.041.774,"21,06",37131870.0,22.08,29041774.0,21.06
Công ty cổ phần có vốn góp của Nhà nước trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn góp của Nhà nước trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn góp của Nhà nước trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,412.641,"0,25",644.236,"0,47",412641.0,0.25,644236.0,0.47
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,48.138.161,"28,62",30.304.222,"21,99",48138161.0,28.62,30304222.0,21.99
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,476.169,"0,28",561.338,"0,41",476169.0,0.28,561338.0,0.41
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,399.702,"0,24",721.886,"0,52",399702.0,0.24,721886.0,0.52
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,68.449,"0,04",56.476,"0,04",68449.0,0.04,56476.0,0.04
"Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",78.559.420,"46,71",72.578.980,"52,64",78559420.0,46.71,72578980.0,52.64
"Đơn vị hành chính sự nghiệp, Đàng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, Đàng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, Đàng, đoàn thể và hiệp hội",5.826,"0,00",84.708,"0,06",5826.0,0.0,84708.0,0.06
Khác,Khác,Khác,960,"0,00",1.612,"0,00",960.0,0.0,1612.0,0.0
,,,168.189.797,100,137.869.199,100,168189797.0,100.0,137869199.0,100.0
