row_label_raw,row_label_full,Thuế giá trị gia tăng,Số dưđầu nămTriệu đồng > 8.991,Phát sinh trong năm > Số phải nộpTriệu đồng > 86.744,Phát sinh trong năm > Số đã nộpTriệu đồng > (85.662),Số dưcuối nămTriệu đồng > 10.073,numeric__Số dưđầu nămTriệu đồng > 8.991,numeric__Phát sinh trong năm > Số phải nộpTriệu đồng > 86.744,numeric__Phát sinh trong năm > Số đã nộpTriệu đồng > (85.662),numeric__Số dưcuối nămTriệu đồng > 10.073
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,404.401,1.018.996,(982.870),440.527,404401.0,1018996.0,-982870.0,440527.0
Thuế khác,Thuế khác,Thuế khác,42.309,273.431,(276.686),39.054,42309.0,273431.0,-276686.0,39054.0
,,,455.701,1.379.171,(1.345.218),489.654,455701.0,1379171.0,-1345218.0,489654.0
