row_label_raw,row_label_full,col_0,2018Triệu đồng,2017Triệu đồng,numeric__2018Triệu đồng,numeric__2017Triệu đồng
Lợi nhuận thuần trước thuếCộng/(Trừ),Lợi nhuận thuần trước thuếCộng/(Trừ),Lợi nhuận thuần trước thuếCộng/(Trừ),7.933.869,5.626.943,7933869.0,5626943.0
- Thu nhập không chịu thuế,- Thu nhập không chịu thuế,- Thu nhập không chịu thuế,(2.855.784),(1.686.394),-2855784.0,-1686394.0
- Các khoản làm tàng lợi nhuận trước thuế khác,- Các khoản làm tàng lợi nhuận trước thuế khác,- Các khoản làm tàng lợi nhuận trước thuế khác,-,239.667,,239667.0
- Chi phí không được khấu trừ,- Chi phí không được khấu trừ,- Chi phí không được khấu trừ,15.849,55.999,15849.0,55999.0
Thu nhập chịu thuế ước tính trong năm,Thu nhập chịu thuế ước tính trong năm,Thu nhập chịu thuế ước tính trong năm,5.093.934,4.236.215,5093934.0,4236215.0
Chi phí thuế TNDN theo thuế suất hiện hành,Chi phí thuế TNDN theo thuế suất hiện hành,Chi phí thuế TNDN theo thuế suất hiện hành,1.018.787,847.243,1018787.0,847243.0
Điều chỉnh số thuế phải nộp các năm trước,Điều chỉnh số thuế phải nộp các năm trước,Điều chỉnh số thuế phải nộp các năm trước,209,90,209.0,90.0
Chi phí thuế TNDN trong năm,Chi phí thuế TNDN trong năm,Chi phí thuế TNDN trong năm,1.018.996,847.333,1018996.0,847333.0
Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,404.401,325.180,404401.0,325180.0
Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,(982.870),(768.112),-982870.0,-768112.0
Thuế TNDN phải trả cuối năm,Thuế TNDN phải trả cuối năm,Thuế TNDN phải trả cuối năm,440.527,404.401,440527.0,404401.0
