row_label_raw,row_label_full,col_0,Thuyết minh,2018Triệu đồng,2017Triệu đồng,numeric__Thuyết minh,numeric__2018Triệu đồng,numeric__2017Triệu đồng
Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,,
Các khoản tiền gửi và cấp tín dụng cho các tổ chức tín dụng khác,Những thay đổi về tài sản hoạt động > Các khoản tiền gửi và cấp tín dụng cho các tổ chức tín dụng khác,Các khoản tiền gửi và cấp tín dụng cho các tổ chức tín dụng khác,,1.532.573,2.998.424,,1532573.0,2998424.0
Các khoản về kinh doanh chứng khoán,Những thay đổi về tài sản hoạt động > Các khoản về kinh doanh chứng khoán,Các khoản về kinh doanh chứng khoán,,(1.848.257),2.791.715,,-1848257.0,2791715.0
Các khoản cho vay khách hàng và mua nợ,Những thay đổi về tài sản hoạt động > Các khoản cho vay khách hàng và mua nợ,Các khoản cho vay khách hàng và mua nợ,,(30.120.005),(25.103.685),,-30120005.0,-25103685.0
"Nguồn dự phòng để bù đáp tồn thất các khoản (tín dụng, chứng khoán, đầu tư dài hạn)","Những thay đổi về tài sản hoạt động > Nguồn dự phòng để bù đáp tồn thất các khoản (tín dụng, chứng khoán, đầu tư dài hạn)","Nguồn dự phòng để bù đáp tồn thất các khoản (tín dụng, chứng khoán, đầu tư dài hạn)",,(3.242.517),(1.853.538),,-3242517.0,-1853538.0
Thay đổi khác về tài sản hoạt động,Những thay đổi về tài sản hoạt động > Thay đổi khác về tài sản hoạt động,Thay đổi khác về tài sản hoạt động,,(1.981.880),(1.257.900),,-1981880.0,-1257900.0
Những thay đổi về nợ phải trả hoạt động,Những thay đổi về nợ phải trả hoạt động,Những thay đổi về nợ phải trả hoạt động,Những thay đổi về nợ phải trả hoạt động,Những thay đổi về nợ phải trả hoạt động,Những thay đổi về nợ phải trả hoạt động,,,
Các khoản nợ Chính phủ và Ngân hàng Nhà nước Việt Nam,Những thay đổi về nợ phải trả hoạt động > Các khoản nợ Chính phủ và Ngân hàng Nhà nước Việt Nam,Các khoản nợ Chính phủ và Ngân hàng Nhà nước Việt Nam,,3.755.328,(1.077.671),,3755328.0,-1077671.0
"Các khoản tiền gửi, tiền vay các TCTC, TCTD khác","Những thay đổi về nợ phải trả hoạt động > Các khoản tiền gửi, tiền vay các TCTC, TCTD khác","Các khoản tiền gửi, tiền vay các TCTC, TCTD khác",,8.936.965,(818.855),,8936965.0,-818855.0
Tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),Những thay đổi về nợ phải trả hoạt động > Tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),Tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),,38.504.842,7.268.785,,38504842.0,7268785.0
Phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Những thay đổi về nợ phải trả hoạt động > Phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),,(13.921.136),12.416.140,,-13921136.0,12416140.0
"Vốn tài trợ, ủy thác đầu tư, cho vay mà tổ chức tín dụng chịu rủi ro","Những thay đổi về nợ phải trả hoạt động > Vốn tài trợ, ủy thác đầu tư, cho vay mà tổ chức tín dụng chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay mà tổ chức tín dụng chịu rủi ro",,872,2.509.578,,872.0,2509578.0
Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Những thay đổi về nợ phải trả hoạt động > Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,,312,(35.929),,312.0,-35929.0
Thay đổi khác về công nợ hoạt động,Những thay đổi về nợ phải trả hoạt động > Thay đổi khác về công nợ hoạt động,Thay đổi khác về công nợ hoạt động,,512.960,427.474,,512960.0,427474.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,Những thay đổi về nợ phải trả hoạt động > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,10.022.412,6.379.951,,10022412.0,6379951.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
Mua sắm tài sản cố định,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Mua sắm tài sản cố định,Mua sắm tài sản cố định,,(72.803),(123.937),,-72803.0,-123937.0
"Tiền thu từ thanh lý, nhượng bán tài sản cố định","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu từ thanh lý, nhượng bán tài sản cố định","Tiền thu từ thanh lý, nhượng bán tài sản cố định",,435,237.073,,435.0,237073.0
"Tiền chi đầu tư, góp vốn vào các đơn vị khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi đầu tư, góp vốn vào các đơn vị khác","Tiền chi đầu tư, góp vốn vào các đơn vị khác",,(2.854.000),(1.714.000),,-2854000.0,-1714000.0
"Tiền thu đầu tư, góp vốn vào các đơn vị khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu đầu tư, góp vốn vào các đơn vị khác","Tiền thu đầu tư, góp vốn vào các đơn vị khác",,-,157.740,,,157740.0
"Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",,2.855.784,1.686.394,,2855784.0,1686394.0
Lưu chuyển tiền (sử dụng vào)/từ hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền (sử dụng vào)/từ hoạt động đầu tư,Lưu chuyển tiền (sử dụng vào)/từ hoạt động đầu tư,,(70.584),243.270,,-70584.0,243270.0
