row_label_raw,row_label_full,col_0,Ngày 31 tháng12 năm 2018%/năm,Ngày 31 tháng12 năm 2017%/năm,numeric__Ngày 31 tháng12 năm 2018%/năm,numeric__Ngày 31 tháng12 năm 2017%/năm
Tiền gửi có kỳ hạn của các TCTD khác bằng VND,Tiền gửi có kỳ hạn của các TCTD khác bằng VND,Tiền gửi có kỳ hạn của các TCTD khác bằng VND,"1,00 - 5,40","1,00 - 4,00",,
Tiền gửi có kỳ hạn của các TCTD khác bằng ngoại tệ,Tiền gửi có kỳ hạn của các TCTD khác bằng ngoại tệ,Tiền gửi có kỳ hạn của các TCTD khác bằng ngoại tệ,"2,50 - 2,70","0,10 - 2,20",,
"Tiền vay các TCTC, TCTD khác bằng VND","Tiền vay các TCTC, TCTD khác bằng VND","Tiền vay các TCTC, TCTD khác bằng VND","3,60 - 5,97","1,50 - 6,00",,
"Tiền vay các TCTC, TCTD khác bằng ngoại tệ","Tiền vay các TCTC, TCTD khác bằng ngoại tệ","Tiền vay các TCTC, TCTD khác bằng ngoại tệ","0,72 - 6,10","0,75 - 4,66",,
