row_label_raw,row_label_full,col_0,Lợi nhuận trước thuế,numeric__Lợi nhuận trước thuế
,,,Triệu đồng,
Tăng lợi nhuận do tăng thu nhập lãi thuần,Tăng lợi nhuận do tăng thu nhập lãi thuần,Tăng lợi nhuận do tăng thu nhập lãi thuần,1.524.121,1524121.0
Tăng lợi nhuận do tăng thu nhập thuần từ hoạt động dịch vụ,Tăng lợi nhuận do tăng thu nhập thuần từ hoạt động dịch vụ,Tăng lợi nhuận do tăng thu nhập thuần từ hoạt động dịch vụ,631.805,631805.0
Tăng lợi nhuận do tăng thu nhập thuần từ hoạt động kinh doanh ngoại hối và vàng,Tăng lợi nhuận do tăng thu nhập thuần từ hoạt động kinh doanh ngoại hối và vàng,Tăng lợi nhuận do tăng thu nhập thuần từ hoạt động kinh doanh ngoại hối và vàng,9.576,9576.0
Giảm lợi nhuận do giảm thu nhập thuần từ hoạt động mua bán chứng khoán kinh doanh,Giảm lợi nhuận do giảm thu nhập thuần từ hoạt động mua bán chứng khoán kinh doanh,Giảm lợi nhuận do giảm thu nhập thuần từ hoạt động mua bán chứng khoán kinh doanh,(236.459),-236459.0
Giảm lợi nhuận do giảm thu nhập thuần từ hoạt động mua bán chứng khoán đầu tư,Giảm lợi nhuận do giảm thu nhập thuần từ hoạt động mua bán chứng khoán đầu tư,Giảm lợi nhuận do giảm thu nhập thuần từ hoạt động mua bán chứng khoán đầu tư,(89.420),-89420.0
Tăng lợi nhuận do tăng thu nhập thuần từ hoạt động khác,Tăng lợi nhuận do tăng thu nhập thuần từ hoạt động khác,Tăng lợi nhuận do tăng thu nhập thuần từ hoạt động khác,1.047.888,1047888.0
Tăng lợi nhuận do tăng thu nhập từ góp vốn mua cổ phần,Tăng lợi nhuận do tăng thu nhập từ góp vốn mua cổ phần,Tăng lợi nhuận do tăng thu nhập từ góp vốn mua cổ phần,1.116.420,1116420.0
Giảm lợi nhuận do tăng chi phí hoạt động,Giảm lợi nhuận do tăng chi phí hoạt động,Giảm lợi nhuận do tăng chi phí hoạt động,(744.534),-744534.0
Giảm lợi nhuận do tăng chi phí dự phòng rủi ro tín dụng,Giảm lợi nhuận do tăng chi phí dự phòng rủi ro tín dụng,Giảm lợi nhuận do tăng chi phí dự phòng rủi ro tín dụng,(952.471),-952471.0
,,,2.306.926,2306926.0
