row_label_raw,row_label_full,col_0,Dự phòng chungTriệu đồng,Dự phòng cụ thểTriệu đồng,Tổng cộngTriệu đồng,numeric__Dự phòng chungTriệu đồng,numeric__Dự phòng cụ thểTriệu đồng,numeric__Tổng cộngTriệu đồng
Số dư tại ngày 1 tháng 1 năm 2018,Số dư tại ngày 1 tháng 1 năm 2018,Số dư tại ngày 1 tháng 1 năm 2018,965.363,1.118.196,2.083.559,965363.0,1118196.0,2083559.0
Dự phòng rủi ro trích lập trong năm(Thuyết minh số 34),Dự phòng rủi ro trích lập trong năm(Thuyết minh số 34),Dự phòng rủi ro trích lập trong năm(Thuyết minh số 34),204.954,3.553.738,3.758.692,204954.0,3553738.0,3758692.0
Thay đổi dự phòng do mua bán nợ cho VAMC,Thay đổi dự phòng do mua bán nợ cho VAMC,Thay đổi dự phòng do mua bán nợ cho VAMC,-,(184.737),(184.737),,-184737.0,-184737.0
Sử dụng dự phòng xử lý rủi ro tín dụng,Sử dụng dự phòng xử lý rủi ro tín dụng,Sử dụng dự phòng xử lý rủi ro tín dụng,-,(3.241.786),(3.241.786),,-3241786.0,-3241786.0
Số dư tại ngày 31 tháng 12 năm 2018,Số dư tại ngày 31 tháng 12 năm 2018,Số dư tại ngày 31 tháng 12 năm 2018,1.170.317,1.245.411,2.415.728,1170317.0,1245411.0,2415728.0
