row_label_raw,row_label_full,6.2 Trả trước cho người bán ngắn hạn,6.2 Trả trước cho người bán ngắn hạn_1,6.2 Trả trước cho người bán ngắn hạn_2,numeric__6.2 Trả trước cho người bán ngắn hạn_1,numeric__6.2 Trả trước cho người bán ngắn hạn_2
,,,Số cuối năm,Đơn vị tính: VND,,
,,,Số cuối năm,Số đầu năm,,
Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,85.012.122.025,79.488.224.819,85012122025.0,79488224819.0
- Công ty TNHH MTV Chế biến Lương thựcVan Lợi,- Công ty TNHH MTV Chế biến Lương thựcVan Lợi,- Công ty TNHH MTV Chế biến Lương thựcVan Lợi,-,15.000.000.000,,15000000000.0
- Công ty TNHH Nhà thép Tiền chế Zamil VN,- Công ty TNHH Nhà thép Tiền chế Zamil VN,- Công ty TNHH Nhà thép Tiền chế Zamil VN,16.278.994.675,10.980.323.845,16278994675.0,10980323845.0
- Công ty Cổ phần Tập đoàn Tân Long,- Công ty Cổ phần Tập đoàn Tân Long,- Công ty Cổ phần Tập đoàn Tân Long,33.049.763.969,-,33049763969.0,
- Các khoản trả trước khác,- Các khoản trả trước khác,- Các khoản trả trước khác,35.683.363.381,53.507.900.974,35683363381.0,53507900974.0
Trả trước cho các bên liên quan(Thuyết minh số 30),Trả trước cho các bên liên quan(Thuyết minh số 30),Trả trước cho các bên liên quan(Thuyết minh số 30),15.000.000.000,-,15000000000.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,100.012.122.025,79.488.224.819,100012122025.0,79488224819.0
