row_label_raw,row_label_full,col_0,Đơn vị tính: VND > Giá trị (đồng thời là số có khả năng trả nợ) > Số cuối năm,Đơn vị tính: VND > Giá trị (đồng thời là số có khả năng trả nợ) > Số đầu năm,numeric__Đơn vị tính: VND > Giá trị (đồng thời là số có khả năng trả nợ) > Số cuối năm,numeric__Đơn vị tính: VND > Giá trị (đồng thời là số có khả năng trả nợ) > Số đầu năm
Người mua trả tiền trước,Người mua trả tiền trước,Người mua trả tiền trước,2.046.169.014,7.266.409.229,2046169014.0,7266409229.0
Chiết khấu thương mại chưa xuất hóa đơn (*),Chiết khấu thương mại chưa xuất hóa đơn (*),Chiết khấu thương mại chưa xuất hóa đơn (*),63.358.527.362,72.086.323.162,63358527362.0,72086323162.0
Các bên liên quan trả tiền trước(Thuyết minh số 30),Các bên liên quan trả tiền trước(Thuyết minh số 30),Các bên liên quan trả tiền trước(Thuyết minh số 30),92.421.105.721,94.236.672.031,92421105721.0,94236672031.0
TỔNG CỔNG,TỔNG CỔNG,TỔNG CỔNG,157.825.802.097,173.589.404.422,157825802097.0,173589404422.0
