row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Hàng mua đang đi trên đường,Hàng mua đang đi trên đường,Hàng mua đang đi trên đường,224.158.333.704,139.827.535.507,224158333704.0,139827535507.0
"Nguyên liệu, vật liệu tồn kho","Nguyên liệu, vật liệu tồn kho","Nguyên liệu, vật liệu tồn kho",472.786.949.416,381.254.159.747,472786949416.0,381254159747.0
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",1.490.398.193,5.989.011.360,1490398193.0,5989011360.0
Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,359.271.830.735,247.642.310.372,359271830735.0,247642310372.0
Chi phí sản xuất kinh doanh dở dang hoạt động bất động sản (*),Chi phí sản xuất kinh doanh dở dang hoạt động bất động sản (*),Chi phí sản xuất kinh doanh dở dang hoạt động bất động sản (*),349.396.473.076,238.669.958.035,349396473076.0,238669958035.0
Chi phí sản xuất kinh doanh dở dang hoạt động sản xuất thức ăn chăn nuôi,Chi phí sản xuất kinh doanh dở dang hoạt động sản xuất thức ăn chăn nuôi,Chi phí sản xuất kinh doanh dở dang hoạt động sản xuất thức ăn chăn nuôi,9.875.357.659,8.972.352.337,9875357659.0,8972352337.0
Thành phẩm,Thành phẩm,Thành phẩm,41.641.819.155,56.063.515.339,41641819155.0,56063515339.0
Dự án Khu đô thị Đền Đô (**),Dự án Khu đô thị Đền Đô (**),Dự án Khu đô thị Đền Đô (**),10.165.110.301,38.140.766.864,10165110301.0,38140766864.0
Thức ăn chăn nuôi,Thức ăn chăn nuôi,Thức ăn chăn nuôi,31.476.708.854,17.922.748.475,31476708854.0,17922748475.0
Hàng hóa,Hàng hóa,Hàng hóa,13.838.785.547,17.899.191.022,13838785547.0,17899191022.0
TỔNG CÔNG,TỔNG CÔNG,TỔNG CÔNG,1.113.188.116.750,848.675.723.347,1113188116750.0,848675723347.0
