row_label_raw,row_label_full,col_0,Tổng khoản thanh toán tiền thuê tài chính,Lãi thuê tài chính,Nợ gốc,numeric__Tổng khoản thanh toán tiền thuê tài chính,numeric__Lãi thuê tài chính,numeric__Nợ gốc
Nợ thuê tài chính ngắn hạn\nTừ 1 năm trở xuống,Nợ thuê tài chính ngắn hạn\nTừ 1 năm trở xuống,Nợ thuê tài chính ngắn hạn\nTừ 1 năm trở xuống,98.233.357.702,18.587.192.272,79.646.165.430,98233357702.0,18587192272.0,79646165430.0
Nợ thuê tài chính dài hạn\nTừ 1-5 năm\nTừ 5 năm trở lên,Nợ thuê tài chính dài hạn\nTừ 1-5 năm\nTừ 5 năm trở lên,Nợ thuê tài chính dài hạn\nTừ 1-5 năm\nTừ 5 năm trở lên,162.763.544.696\n1.073.016.287,19.899.758.186\n17.978.991,142.863.786.510\n1.055.037.296,,,
TỔNG CỘNG,Nợ thuê tài chính dài hạn\nTừ 1-5 năm\nTừ 5 năm trở lên > TỔNG CỘNG,TỔNG CỘNG,262.069.918.685,38.504.929.449,223.564.989.236,262069918685.0,38504929449.0,223564989236.0
