row_label_raw,row_label_full,Thuế giá trị gia tăng,Phải thu > 3.327.565.329,Phải nộp > 28.128.521.034,Số phải nộp trong năm > 56.883.892.976,Số đã thực nộp trong năm > 59.981.974.941,Phải thu > 8.483.832.220,Phải nộp > 30.482.888.352,numeric__Phải thu > 3.327.565.329,numeric__Phải nộp > 28.128.521.034,numeric__Số phải nộp trong năm > 56.883.892.976,numeric__Số đã thực nộp trong năm > 59.981.974.941,numeric__Phải thu > 8.483.832.220,numeric__Phải nộp > 30.482.888.352
Thuế GTGT hàng nhập khẩu,Thuế GTGT hàng nhập khẩu,Thuế GTGT hàng nhập khẩu,67.024.298,,,,,,67024298.0,,,,,
Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,,39.387.991,118.669.425,156.829.015,,1.228.401,,39387991.0,118669425.0,156829015.0,,1228401.0
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,316.259.543,41.792.763.168,19.344.372.058,26.232.507.729,300.066.780,34.925.571.967,316259543.0,41792763168.0,19344372058.0,26232507729.0,300066780.0,34925571967.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,2.427.130.444,2.578.341.660,5.204.037.262,3.406.875.965,2.386.638.026,4.286.369.039,2427130444.0,2578341660.0,5204037262.0,3406875965.0,2386638026.0,4286369039.0
Thuế nhà đất và tiền thuê đất,Thuế nhà đất và tiền thuê đất,Thuế nhà đất và tiền thuê đất,,,1.769.841.011,1.769.841.011,,,,,1769841011.0,1769841011.0,,
Thuế bảo vệ môi trường và các loại thuế khác,Thuế bảo vệ môi trường và các loại thuế khác,Thuế bảo vệ môi trường và các loại thuế khác,419.065.460,18.961.604,1.001.002.460,1.019.964.064,420.221.208,,419065460.0,18961604.0,1001002460.0,1019964064.0,420221208.0,
"Các khoản phí, lệ phí và các khoản phải nộp khác","Các khoản phí, lệ phí và các khoản phải nộp khác","Các khoản phí, lệ phí và các khoản phải nộp khác",,13.931.786,11.245.844,12.100.917,,4.023.189,,13931786.0,11245844.0,12100917.0,,4023189.0
Cộng,Cộng,Cộng,6.557.045.074,72.571.907.243,84.333.061.036,92.580.093.642,11.590.758.234,69.700.080.948,6557045074.0,72571907243.0,84333061036.0,92580093642.0,11590758234.0,69700080948.0
