row_label_raw,row_label_full,Mã số,Chỉ tiêu,Thuyết minh,Năm 2017,Năm 2016,numeric__Chỉ tiêu,numeric__Thuyết minh,numeric__Năm 2017,numeric__Năm 2016
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,VI.01,2.164.930.229.741,1.536.198.356.771,,,2164930229741.0,1536198356771.0
02,02,02,2. Các khoản giảm trừ doanh thu,VI.02,64.148.948.744,129.708.154.836,,,64148948744.0,129708154836.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,,2.100.781.280.997,1.406.490.201.935,,,2100781280997.0,1406490201935.0
11,11,11,4. Giá vốn hàng bán,VI.03,1.850.835.745.513,1.062.153.110.781,,,1850835745513.0,1062153110781.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,249.945.535.484,344.337.091.154,,,249945535484.0,344337091154.0
21,21,21,6. Doanh thu hoạt động tài chính,VI.04,159.606.055.513,9.303.044.192,,,159606055513.0,9303044192.0
22,22,22,7. Chi phí tài chính,VI.05,63.786.280.653,41.872.667.203,,,63786280653.0,41872667203.0
23,23,23,Trong đó: Chi phí lãi vay,,65.056.070.580,42.761.844.105,,,65056070580.0,42761844105.0
24,24,24,"8. Phần lãi hoặc lỗ trong công ty liên kết, liên doanh",,26.422.722.850,39.108.789.200,,,26422722850.0,39108789200.0
25,25,25,8. Chi phí bán hàng,VI.06,54.546.776.726,26.992.284.378,,,54546776726.0,26992284378.0
26,26,26,9. Chi phí quản lý doanh nghiệp,VI.06,137.645.982.330,98.984.827.905,,,137645982330.0,98984827905.0
30,30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,179.995.274.138,224.899.145.061,,,179995274138.0,224899145061.0
31,31,31,11. Thu nhập khác,VI.06,8.452.959.375,3.359.734.696,,,8452959375.0,3359734696.0
32,32,32,12. Chi phí khác,VI.07,2.733.026.519,4.818.946.357,,,2733026519.0,4818946357.0
40,40,40,13. Lợi nhuận khác,,5.719.932.856,(1.459.211.661),,,5719932856.0,-1459211661.0
50,50,50,14. Tổng lợi nhuận kế toán trước thuế,,185.715.206.994,223.439.933.400,,,185715206994.0,223439933400.0
51,51,51,15. Chi phí thuế TNDN hiện hành,VI.08,19.138.056.313,51.083.951.830,,,19138056313.0,51083951830.0
52,52,52,16. Chi phí thuế TNDN hoãn lại,VI.11,(1.158.921.755),(1.428.753.921),,,-1158921755.0,-1428753921.0
60,60,60,17. Lợi nhuận sau thuế thu nhập doanh nghiệp,,167.736.072.436,173.784.735.491,,,167736072436.0,173784735491.0
61,61,61,18. Lợi nhuận kế toán sau thuế của công ty mẹ,,174.211.874.253,173.116.771.924,,,174211874253.0,173116771924.0
62,62,62,19. Lợi nhuận kế toán sau thuế của cổ đông không kiểm soát,,(6.475.801.817),667.963.566,,,-6475801817.0,667963566.0
70,70,70,20. Lãi cơ bán trên cổ phiếu,VI.12,792,787,,,792.0,787.0
71,71,71,21. Lãi suy giảm trên cổ phiếu,VI.13,792,787,,,792.0,787.0
