row_label_raw,row_label_full,c) Ngoại tệ các loại,31/12/2017,01/01/2017,numeric__31/12/2017,numeric__01/01/2017
- Dollar Mỹ (USD),- Dollar Mỹ (USD),- Dollar Mỹ (USD),"71.664,80","21.060,48",71664.8,21060.48
- Bảng Anh (EUR),- Bảng Anh (EUR),- Bảng Anh (EUR),"873,45","881,31",873.45,881.31
- Đô la Hồng Kông (HKD),- Đô la Hồng Kông (HKD),- Đô la Hồng Kông (HKD),,,,
- Nhân dân tệ (CNY),- Nhân dân tệ (CNY),- Nhân dân tệ (CNY),,,,
