row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,,1.577.706.816.734,3.512.705.644.333,1.0,,1577706816734.0,3512705644333.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,02,,863.636.364,4.707.272.746,2.0,,863636364.0,4707272746.0
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10= 01-02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10= 01-02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10= 01-02),10,16,1.576.843.180.370,3.507.998.371.587,10.0,16.0,1576843180370.0,3507998371587.0
4. Giá vốn hàng bán và dịch vụ cung cấp,4. Giá vốn hàng bán và dịch vụ cung cấp,4. Giá vốn hàng bán và dịch vụ cung cấp,11,17,1.488.832.595.794,3.124.906.985.025,11.0,17.0,1488832595794.0,3124906985025.0
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10 - 11),5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10 - 11),5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10 - 11),20,,88.010.584.576,383.091.386.562,20.0,,88010584576.0,383091386562.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,18,61.642.474.378,30.751.536.741,21.0,18.0,61642474378.0,30751536741.0
7. Chi phí tài chính,7. Chi phí tài chính,7. Chi phí tài chính,22,19,2.680.665.814,19.705.564.094,22.0,19.0,2680665814.0,19705564094.0
- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,23,,487.500.000,8.832.492.790,23.0,,487500000.0,8832492790.0
"8. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết","8. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết","8. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",24,,442.626.379,(668.245.452),24.0,,442626379.0,-668245452.0
9. Chi phí bán hàng,9. Chi phí bán hàng,9. Chi phí bán hàng,25,,6.484.011.731,(7.593.814.871),25.0,,6484011731.0,-7593814871.0
10. Chi phí quản lý doanh nghiệp,10. Chi phí quản lý doanh nghiệp,10. Chi phí quản lý doanh nghiệp,26,,6.336.946.855,12.643.321.331,26.0,,6336946855.0,12643321331.0
11. Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) - (25 + 26)},11. Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) - (25 + 26)},11. Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) - (25 + 26)},30,,134.594.060.933,388.419.607.297,30.0,,134594060933.0,388419607297.0
12. Thu nhập khác,12. Thu nhập khác,12. Thu nhập khác,31,,21.936.100.434,122.731.050.398,31.0,,21936100434.0,122731050398.0
13. Chi phí khác,13. Chi phí khác,13. Chi phí khác,32,,1.203.735.861,1.153.100.386,32.0,,1203735861.0,1153100386.0
14. Lợi nhuận khác (40 = 31 - 32),14. Lợi nhuận khác (40 = 31 - 32),14. Lợi nhuận khác (40 = 31 - 32),40,,20.732.364.573,121.577.950.012,40.0,,20732364573.0,121577950012.0
15. Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),15. Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),15. Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),50,,155.326.425.506,509.997.557.309,50.0,,155326425506.0,509997557309.0
16. Chi phí thuế TNDN hiện hành,16. Chi phí thuế TNDN hiện hành,16. Chi phí thuế TNDN hiện hành,51,,16.798.435.564,28.819.095.192,51.0,,16798435564.0,28819095192.0
17. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50 - 51),17. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50 - 51),17. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50 - 51),60,,138.527.989.942,481.178.462.117,60.0,,138527989942.0,481178462117.0
18. Lợi nhuận sau thuế của công ty mẹ,18. Lợi nhuận sau thuế của công ty mẹ,18. Lợi nhuận sau thuế của công ty mẹ,70,,138.514.676.294,481.000.899.770,70.0,,138514676294.0,481000899770.0
19. Lợi nhuận sau thuế của cổ đông không kiểm soát,19. Lợi nhuận sau thuế của cổ đông không kiểm soát,19. Lợi nhuận sau thuế của cổ đông không kiểm soát,71,,13.313.648,177.562.347,71.0,,13313648.0,177562347.0
20. Lãi cơ bản trên cổ phiếu,20. Lãi cơ bản trên cổ phiếu,20. Lãi cơ bản trên cổ phiếu,70,20,528,3.427,70.0,20.0,528.0,3427.0
