row_label_raw,row_label_full,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A - NỘ PHẢI TRẢ,A - NỘ PHẢI TRẢ,A - NỘ PHẢI TRẢ,300,,85.272.423.972,176.709.618.575,300.0,,85272423972.0,176709618575.0
I. Nợ ngắn hạn,I. Nợ ngắn hạn,I. Nợ ngắn hạn,310,,85.272.423.972,176.709.618.575,310.0,,85272423972.0,176709618575.0
1. Phải trả người bán ngắn hạn,1. Phải trả người bán ngắn hạn,1. Phải trả người bán ngắn hạn,311,,2.913.468.600,1.712.250.000,311.0,,2913468600.0,1712250000.0
2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,312,11,25.634.525.746,39.533.239.219,312.0,11.0,25634525746.0,39533239219.0
3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,313,,2.486.516.347,2.655.549.857,313.0,,2486516347.0,2655549857.0
4. Chi phí phải trả ngắn hạn,4. Chi phí phải trả ngắn hạn,4. Chi phí phải trả ngắn hạn,315,,-,613.636.373,315.0,,,613636373.0
"5. Phải trả, phải nộp ngắn hạn khác","5. Phải trả, phải nộp ngắn hạn khác","5. Phải trả, phải nộp ngắn hạn khác",319,12,47.087.221.100,47.246.460.550,319.0,12.0,47087221100.0,47246460550.0
6. Vay và nợ thuê tài chính ngắn hạn,6. Vay và nợ thuê tài chính ngắn hạn,6. Vay và nợ thuê tài chính ngắn hạn,320,,-,75.000.000.000,320.0,,,75000000000.0
7. Dự phòng phải trả ngắn hạn,7. Dự phòng phải trả ngắn hạn,7. Dự phòng phải trả ngắn hạn,321,,642.388.897,1.526.779.294,321.0,,642388897.0,1526779294.0
"8. Quỹ khen thưởng, phúc lợi","8. Quỹ khen thưởng, phúc lợi","8. Quỹ khen thưởng, phúc lợi",322,,6.508.303.282,8.421.703.282,322.0,,6508303282.0,8421703282.0
B - NGUỒN VỐN CHỦ SỞ HỮU,B - NGUỒN VỐN CHỦ SỞ HỮU,B - NGUỒN VỐN CHỦ SỞ HỮU,400,,3.067.124.840.529,2.761.169.147.608,400.0,,3067124840529.0,2761169147608.0
I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,410,,3.067.124.840.529,2.761.169.147.608,410.0,,3067124840529.0,2761169147608.0
1. Vốn đầu tư của chủ sở hữu,1. Vốn đầu tư của chủ sở hữu,1. Vốn đầu tư của chủ sở hữu,411,13,2.747.440.630.000,2.330.904.280.000,411.0,13.0,2747440630000.0,2330904280000.0
- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,2.747.440.630.000,2.330.904.280.000,,,2747440630000.0,2330904280000.0
2. Thặng dư vốn cổ phần,2. Thặng dư vốn cổ phần,2. Thặng dư vốn cổ phần,412,13,139.270.925.591,124.532.011.543,412.0,13.0,139270925591.0,124532011543.0
3. Cổ phiếu quỹ,3. Cổ phiếu quỹ,3. Cổ phiếu quỹ,415,13,(42.082.508.146),-,415.0,13.0,-42082508146.0,
4. Quỹ đầu tư phát triển,4. Quỹ đầu tư phát triển,4. Quỹ đầu tư phát triển,418,13,19.572.915.034,19.572.915.034,418.0,13.0,19572915034.0,19572915034.0
5. Lợi nhuận sau thuế chưa phân phối,5. Lợi nhuận sau thuế chưa phân phối,5. Lợi nhuận sau thuế chưa phân phối,421,13,201.630.967.164,284.794.837.523,421.0,13.0,201630967164.0,284794837523.0
- LNST chưa phân phối lũy kế đến cuối kỳ trước,- LNST chưa phân phối lũy kế đến cuối kỳ trước,- LNST chưa phân phối lũy kế đến cuối kỳ trước,421a,,171.013.231.310,25.784.634.753,,,171013231310.0,25784634753.0
- LNST chưa phân phối kỳ này,- LNST chưa phân phối kỳ này,- LNST chưa phân phối kỳ này,421b,,30.617.735.854,259.010.202.770,,,30617735854.0,259010202770.0
6. Lợi ích cổ đông không kiểm soát,6. Lợi ích cổ đông không kiểm soát,6. Lợi ích cổ đông không kiểm soát,429,,1.291.910.886,1.365.103.508,429.0,,1291910886.0,1365103508.0
TỔNG CỘNG NGUỒN VỐN (440 = 300 + 400),TỔNG CỘNG NGUỒN VỐN (440 = 300 + 400),TỔNG CỘNG NGUỒN VỐN (440 = 300 + 400),440,,3.152.397.264.501,2.937.878.766.183,440.0,,3152397264501.0,2937878766183.0
