row_label_raw,row_label_full,NÔI DUNG,TRANG,numeric__TRANG
BÁO CÁO CỦA BAN GIÁM ĐỐC,BÁO CÁO CỦA BAN GIÁM ĐỐC,BÁO CÁO CỦA BAN GIÁM ĐỐC,1,1.0
BÁO CÁO KIỂM TOÁN ĐỌC LẬP,BÁO CÁO KIỂM TOÁN ĐỌC LẬP,BÁO CÁO KIỂM TOÁN ĐỌC LẬP,2 - 3,
BÀNG CÂN ĐỐI KẾ TOÁN,BÀNG CÂN ĐỐI KẾ TOÁN,BÀNG CÂN ĐỐI KẾ TOÁN,4 - 5,
BÁO CÁO KẾT QUÀ HOẠT ĐỘNG KINH DOANH,BÀNG CÂN ĐỐI KẾ TOÁN > BÁO CÁO KẾT QUÀ HOẠT ĐỘNG KINH DOANH,BÁO CÁO KẾT QUÀ HOẠT ĐỘNG KINH DOANH,6,6.0
BÁO CÁO LUÙ CHUYỄN TIỀN TỆ,BÁO CÁO LUÙ CHUYỄN TIỀN TỆ,BÁO CÁO LUÙ CHUYỄN TIỀN TỆ,7 - 8,
THUYẾT MINH BÁO CÁO TÀI CHÍNH,THUYẾT MINH BÁO CÁO TÀI CHÍNH,THUYẾT MINH BÁO CÁO TÀI CHÍNH,9 - 27,
