row_label_raw,row_label_full,col_0,Số năm khấu hao,numeric__Số năm khấu hao
Thiết bị văn phòng,Thiết bị văn phòng,Thiết bị văn phòng,05,5.0
Phương tiện vận tải,Phương tiện vận tải,Phương tiện vận tải,08,8.0
