row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,152,,3.465.017.382,18.238.442.051,152.0,,3465017382.0,18238442051.0
3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,153,,11.934.826.896,-,153.0,,11934826896.0,
B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,200,,939.309.879.587,588.160.958.435,200.0,,939309879587.0,588160958435.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,139.623.210.000,-,210.0,,139623210000.0,
I. Phải thu dài hạn khác,I. Phải thu dài hạn khác,I. Phải thu dài hạn khác,216,7,139.623.210.000,-,216.0,7.0,139623210000.0,
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,9.493.508.541,11.216.340.040,220.0,,9493508541.0,11216340040.0
I. Tài sản cố định hữu hình,I. Tài sản cố định hữu hình,I. Tài sản cố định hữu hình,221,10,9.493.508.541,11.216.340.040,221.0,10.0,9493508541.0,11216340040.0
- Nguyễn giá,- Nguyễn giá,- Nguyễn giá,222,,13.473.079.215,13.267.480.800,222.0,,13473079215.0,13267480800.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,223,,(3.979.570.674),(2.051.140.760),223.0,,-3979570674.0,-2051140760.0
III. Tài sản dở dang dài hạn,III. Tài sản dở dang dài hạn,III. Tài sản dở dang dài hạn,240,,2.079.090.909,-,240.0,,2079090909.0,
1. Chỉ phí xây dựng cơ bản dở dang,1. Chỉ phí xây dựng cơ bản dở dang,1. Chỉ phí xây dựng cơ bản dở dang,242,,2.079.090.909,-,242.0,,2079090909.0,
IV. Đầu tư tài chính dài hạn,IV. Đầu tư tài chính dài hạn,IV. Đầu tư tài chính dài hạn,250,6,788.081.827.022,576.886.985.528,250.0,6.0,788081827022.0,576886985528.0
"1. Đầu tư vào công ty liên doanh, liên kết","1. Đầu tư vào công ty liên doanh, liên kết","1. Đầu tư vào công ty liên doanh, liên kết",252,,788.081.827.022,576.886.985.528,252.0,,788081827022.0,576886985528.0
V. Tài sản dài hạn khác,V. Tài sản dài hạn khác,V. Tài sản dài hạn khác,260,,32.243.115,57.632.867,260.0,,32243115.0,57632867.0
I. Chỉ phí trả trước dài hạn,I. Chỉ phí trả trước dài hạn,I. Chỉ phí trả trước dài hạn,261,,32.243.115,57.632.867,261.0,,32243115.0,57632867.0
TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),270,,3.152.397.264.501,2.937.878.766.183,270.0,,3152397264501.0,2937878766183.0
